data_uuid,id,archetype,source,narrative_text,detected_language_hints,fraud_vector_hint,record_timestamp,transaction_amount_usd,fee_amount_usd,sender_age,hour_of_day,day_of_week,day_of_week_name,days_since_last_txn,account_age_days,txn_count_30d,fraud_vector,language,instrument,is_fraud
5ea9faf3-7de1-4844-81c1-8a73f927d5eb,synth_647c0597be77,itin,tabddpm_synthetic,"At twenty-five, I never expected that the ITIN I use for tax compliance would become a weapon against me, but the nightmare began when I received an IRS notice stating a fraudulent return had already been filed in my name. The scammers used that stolen tax information to build a synthetic identity and immediately applied for a credit line of $3,570.94, leaving me liable for unauthorized debts that threaten my ability to secure housing or banking services. Discovering the exact amount on a credit bureau notice felt like a wound, confirming that my financial stability had been hijacked through a system I trusted. I feel a deep, sobering fear knowing that as a non-citizen resident, I am uniquely vulnerable to this type of fraud, and I am left exhausted and wary, constantly worrying that this shadow will follow me forever.",['en'],tax return,2024-05-18T17:57:00+00:00,3570.94,216.84,25,17,4,Friday,6,805,6,tax return,en,Credit application,0
c55efe82-cf21-4586-9078-b427adc17cce,synth_d0f671d7c68a,itin,tabddpm_synthetic,"At twenty-two, I trusted an immigration consultant to help me build credit with my ITIN, but he deceived me by filing a fraudulent small business loan application for $2,681.11 without my knowledge. I soon learned that my identity had been stitched into a synthetic profile used for tax fraud, leaving me stuck holding the bag for a loan I never saw and debts I never authorized. The financial loss is devastating, but the real terror is the constant anxiety that this mess could ruin my immigration status and destroy the future I came here to build. Every time I check the mail, my hands shake with the fear that someone is still out there using my name to steal from a system I just wanted to be a part of.",['en'],immigration consultant,2024-12-02T20:01:00+00:00,2681.11,167.96,22,20,4,Friday,5,585,8,immigration consultant,en,Small business loan,0
4be21f0f-9448-4423-8695-2a436b29bda8,synth_d458c288c80c,itin,tabddpm_synthetic,"I never imagined that at forty-two, my careful history of tax compliance using my ITIN would be weaponized against me, but that trust shattered when a scammer used a fraudulently obtained Employer Identification Number to register a phantom business under my name. They exploited this synthetic identity to steal exactly $4,338.03, funneling away the savings I had painstakingly set aside for my family’s future. The experience has left me feeling exposed and deeply vulnerable, as if the identity I spent years building has been erased by someone else's greed, leaving me to navigate a system that now views me with suspicion instead of protection.",['en'],synthetic identity,2024-10-01T15:59:00+00:00,4338.03,294.06,42,15,1,Tuesday,0,1047,13,synthetic identity,en,EIN business registration,0
589b5ca0-6db9-4eef-8488-0fd58e73b002,synth_87e0e5cfaeda,itin,tabddpm_synthetic,"I stood frozen in the IRS office, clutching the rejection notice for my $3,342.64 refund, only to learn that someone had already filed a return using my ITIN months before I ever gathered my documents. The fraudsters had likely constructed a synthetic identity by pairing my valid identification number with fabricated wage statements, exploiting the lag in cross-agency data verification to siphon funds meant for my family's survival. Beyond the immediate devastation of losing that critical capital, I now face a grueling multi-year ordeal of proving my own existence to the government while my credit and financial standing hang in limbo. The violation feels deeply personal, transforming a routine administrative process into a nightmare where I am treated as the perpetrator rather than the victim of a sophisticated scheme. Every day brings a new layer of anxiety, knowing that while I struggle to reclaim what is rightfully mine, the thieves have already vanished with the money we desperately needed.",['en'],ITIN,2024-09-06T10:27:00+00:00,3342.64,199.73,29,10,0,Monday,6,666,6,ITIN,en,ITIN tax filing,0
4e35701c-197f-4f2a-bd22-b3b3be797ca0,synth_5d5370892274,itin,tabddpm_synthetic,"At thirty-six years old, I never imagined my ITIN would be weaponized until I discovered an unauthorized charge of $2,746.63 for an EIN business registration I did not authorize. Scammers had constructed a synthetic identity by layering my personal details with fabricated data to form a shell company, leaving me liable for the debts and exposed to potential federal tax fraud investigations. The financial loss is significant, but the emotional toll is heavier; I live with a cold dread, knowing my credit is ruined and my assets are at risk while I fight to prove my innocence to the IRS. This experience has stripped away my sense of security, leaving me with a sobering anxiety about the long road of legal and financial recovery ahead.",['en'],ITIN,2024-06-03T23:17:00+00:00,100000.0,50000.0,55,23,6,Sunday,0,1,100,ITIN,en,EIN business registration,0
b450d97d-ff9b-402b-b998-704723f96443,synth_cb8b8cea5aa0,itin,tabddpm_synthetic,"I was halfway through securing a mortgage for my family when I discovered that scammers had used my ITIN to construct a synthetic identity, filing a fraudulent tax return that siphoned exactly $2,472.47 from my future refund. They exploited the lag in cross-referencing non-resident tax records to validate this ghost persona, leaving me with a frozen credit file and a loan application rejected on the grounds of suspected fraud. The violation feels particularly cruel because it targets the very documentation I rely on to build a life here, transforming a symbol of my contributions into a tool for my own financial suffocation. Now, every time I check my mail or answer an unknown number, I am gripped by a sobering fear that the hole they dug for me is deeper than I can ever climb out of, threatening to erase years of honest labor in moments.",['en'],identity theft,2024-04-30T12:51:00+00:00,2472.47,215.47,43,12,0,Monday,6,980,6,identity theft,en,Mortgage application,0
a0b95709-925d-40d2-ac93-ad20dc85276a,synth_eba53a4fd793,itin,tabddpm_synthetic,"It started when a synthetic identity ring used my stolen ITIN to register a phantom LLC, securing a fraudulent Employer Identification Number that allowed them to file false employment tax returns in my name before I ever knew a business existed under my number. The scheme drained exactly $10,734.89 from my life savings through a cascade of unauthorized withdrawals and frozen assets, leaving me staring at a bank balance that represented years of careful budgeting now vanished into the bureaucratic void of IRS investigations. In a community where many of us already navigate the precarious margins of the tax system, this targeted fraud feels less like a random crime and more like a systematic erosion of our right to exist financially without fear. The sobering reality is that while the numbers on paper can eventually be reconciled, the deep, gnawing anxiety of knowing my identity was commodified by strangers has left a permanent scar on my sense of security.",['en'],identity theft,2024-07-01T12:03:00+00:00,10734.89,875.22,43,12,3,Thursday,8,344,10,identity theft,en,EIN business registration,0
d4a0a329-9a5f-406c-9268-2dc96ead939c,synth_0fb1d539f9c6,itin,tabddpm_synthetic,"I thought I was finally building something real when I secured that $4,823.97 small business loan using my ITIN, only to discover weeks later that a synthetic identity scammer had hijacked my file and siphoned the funds before I ever saw a dime. The fraudsters had stitched together my legitimate ITIN with a fabricated Social Security number and a ghost address, creating a ""new"" borrower profile that the lender's automated systems accepted without a second glance, leaving me legally liable for a debt I never received. Now, my credit is shattered, the IRS has frozen my tax refunds pending a multi-year investigation into fraudulent filings under my name, and I am drowning in collection calls for money that vanished into thin air. The sheer helplessness of watching my dream evaporate while battling a bureaucratic maze designed to distrust people like me has left me feeling not just robbed, but systematically erased.",['en'],ITIN,2024-09-17T23:31:00+00:00,100000.0,50000.0,55,23,6,Sunday,0,1,100,ITIN,en,Small business loan,1
05a65842-6d1a-4d58-b46c-e3b5dc304581,synth_3427386c3ab5,itin,tabddpm_synthetic,"At forty-nine, I walked into what appeared to be a legitimate immigration consultancy to file my taxes, never suspecting they were harvesting my personal data to construct synthetic identities for fraudulent claims alongside my own. They intercepted my refund and stole exactly $6,094.35, vanishing before I could question the discrepancies in my paperwork or the sudden IRS notices that began arriving weeks later. The financial devastation is absolute, but the emotional weight is heavier, casting a sober shadow over my life where trust feels like a liability and every piece of official mail brings a spike of cold anxiety. I am left feeling exposed and helpless, realizing my trust was the very tool used to dismantle my security and jeopardize my standing in this country.",['en'],tax return,2024-10-19T15:55:00+00:00,6094.35,262.65,49,15,1,Tuesday,9,559,9,tax return,en,Fake immigration consultancy,0
14ce62f6-15d7-4075-afb2-909b346d5a68,synth_8b2f4f79577d,itin,tabddpm_synthetic,"At fifty-five, I placed my trust in an immigration consultancy to file my taxes, unaware they were harvesting my personal details to construct a synthetic identity. They exploited my ITIN by pairing it with a fake Social Security number to file a fraudulent return, successfully diverting exactly $3,871.74 of my refund into accounts they controlled. The devastation is crushing, leaving me to lie awake at night terrified that this identity theft will not only destroy my financial security but also jeopardize my ability to remain in this country. I feel violated by a system I tried to comply with, acutely aware that predators specifically hunt ITIN holders like me who are navigating the complex intersection of tax law and immigration status.",['en'],tax return,2024-07-18T00:50:00+00:00,100000.0,50000.0,55,0,0,Monday,30,1,100,tax return,en,Fake immigration consultancy,0
d2f4960e-f912-41e2-ad82-c6ce2975d259,synth_42237bfb083f,itin,tabddpm_synthetic,"When I saw the pending transaction of $1,846.52 vanish just days after submitting my tax forms, I realized the unlicensed preparer in my neighborhood had used my ITIN to construct a synthetic identity for a fraudulent claim. We often warn each other at the community center about scammers who prey on our lack of Social Security numbers, but the desperation to file correctly made me overlook the red flags until the IRS froze my assets for investigation. The financial impact is crushing because that money was earmarked for my daughter's medical bills, and now I am left responsible for IRS penalties and back taxes on income I never received. I feel a deep sense of betrayal and vulnerability, knowing that criminals view our documentation as a loophole rather than a livelihood, and I lie awake at night wondering if my identity is being traded in underground markets, leaving me exposed to a system that feels designed to catch me rather than protect me.",['en'],ITIN,2024-01-06T13:45:00+00:00,1846.52,132.97,33,13,1,Tuesday,3,1627,7,ITIN,en,ITIN tax filing,0
5ad6aaee-cb8b-44df-9951-fdafa88201b3,synth_5d98ffd3122a,itin,tabddpm_synthetic,"I still remember the cold dread that washed over me when the IRS notice arrived, revealing that someone had used my personal information to register a fake business and obtain an Employer Identification Number without my knowledge. As an ITIN holder who has always been meticulous about my taxes, I never imagined my identity could be stitched together with stolen Social Security data to create a synthetic profile capable of slipping past verification systems. The scammers didn't just steal my name; they executed a fraudulent transaction of $5,620.14, leaving me staring at a financial hole I didn't dig and a tax liability I didn't owe. It feels like a violation that goes deeper than money, a sobering realization that my trust in the system has been weaponized against me, leaving me confused and desperate to prove I am not the criminal in this equation. Every phone call and form I fill out now carries the heavy weight of knowing that clearing my name might take years, all because a stranger decided my identity was just another number to exploit.",['en'],social security,2024-02-12T11:42:00+00:00,5620.14,492.48,42,11,1,Tuesday,2,760,8,social security,en,EIN business registration,0
4d58c019-b131-4bd1-b5b5-852b964060d5,synth_77cd9a9f502f,itin,tabddpm_synthetic,"At thirty-six, I walked into the bank intending to secure my savings of $4,066.03, only to face a rejection that exposed a nightmare of synthetic identity fraud. The manager sorrowfully explained that my ITIN had been paired with a stolen Employer Identification Number to create a shell entity, which was then used to file fraudulent 1099-NEC forms and establish a fake credit profile. This sophisticated EIN bridging technique allowed criminals to siphon the funds into a mule account before vanishing, leaving me with a frozen account and a pending investigation for tax crimes I did not commit. I am left feeling utterly vulnerable and helpless, stripped of my dignity and terrified that my status as an ITIN holder has made me a target for a scam I am now expected to prove I didn't orchestrate.",['en'],EIN,2024-03-19T00:14:00+00:00,100000.0,50000.0,55,0,0,Monday,90,1,100,EIN,en,Bank account opening,0
2a5c0ad8-d92e-4c23-b47e-41c0df902a7a,synth_782249838409,itin,tabddpm_synthetic,"At forty-five, I never imagined my diligent tax filings would make me a target, but scammers synthesized a new identity by linking my ITIN to a shell company EIN registered without my knowledge. They filed a fraudulent return weeks before I did, claiming false wage withholdings to steal a $2,591.59 refund that was direct-deposited into an account I never opened, leaving the IRS to reject my legitimate submission as a duplicate. The crushing weight of this violation has left me feeling profoundly vulnerable, as if my status as an ITIN holder marked me as prey for those who understand how to exploit the system's blind spots.",['en'],EIN,2024-01-20T18:13:00+00:00,2591.59,206.87,45,18,3,Thursday,0,1975,12,EIN,en,ITIN tax filing,0
1c6300ba-e3fb-4354-a476-8bcce87315a8,synth_65ad1045fd96,itin,tabddpm_synthetic,"I never imagined that applying for an $8,735.52 small business loan to expand my bakery would lead to my identity being hollowed out by a synthetic fraud ring targeting ITIN holders like me. The scammers had somehow fused my real tax identification number with a fabricated credit history, creating a ""ghost"" borrower that lenders initially approved before vanishing with the funds and leaving me holding the bag for the debt. When the collection notices started arriving for a loan I never received, the sheer weight of realizing my financial existence had been hijacked left me feeling nauseous and utterly powerless against a system that struggles to distinguish between my legitimate life and their invented one. Now, months into disputing the fraud with the IRS and credit bureaus, the constant fear of wage garnishment and legal repercussions hangs over my head, turning what should have been a milestone for my business into a nightmare of bureaucratic paralysis.",['en'],ITIN,2024-09-05T14:34:00+00:00,8735.52,334.52,33,14,0,Monday,0,92,5,ITIN,en,Small business loan,0
d5048fff-b761-45a1-a055-4a95d4d5fe7f,synth_949a617a9bc1,itin,tabddpm_synthetic,"I never imagined that the ITIN I carefully obtained to build a life here would become the very tool strangers used to dismantle my financial security, but last month, a synthetic identity crafted from my stolen number slipped through the cracks and secured a fraudulent credit line of $2,282.21 in my name. The scammers, likely part of a ring specifically targeting non-citizen taxpayers who fear engaging with authorities, maxed out the account instantly, leaving me staring at a debt I didn't incur and a credit report that now brands me as unreliable. A heavy, cold knot of anxiety has settled in my chest, replacing my usual hope for the future with a paralyzing fear that no matter how hard I work or how honestly I file my taxes, I will always be viewed as an easy target rather than a person deserving of protection.",['en'],identity theft,2024-05-18T23:21:00+00:00,100000.0,50000.0,55,23,6,Sunday,90,1,100,identity theft,en,Credit application,0
0771d8a7-ac10-4938-9fe3-b8d898c6cf15,synth_231595c4eaff,itin,tabddpm_synthetic,"I sat at the closing table believing I was finally securing a future for my family, completely unaware that my ITIN had been silently woven into a synthetic identity scheme. The loan officer’s sudden pause when the system flagged the $8,915.26 escrow deposit revealed the devastating truth: fraudsters had paired my real tax number with a fabricated Social Security number to create a ""ghost borrower"" that passed verification checks. When the bank froze the assets and I realized I was held responsible for the missing funds, a cold dread settled in my stomach as I understood my dream of ownership had been hijacked. Now I sit here waiting for resolutions that feel out of reach, haunted by the violation of knowing my trust was weaponized against me in a system that rarely protects people like us.",['en'],unknown,2024-06-14T09:59:00+00:00,8915.26,113.95,52,9,0,Monday,0,1506,7,unknown,en,Mortgage application,0
389fb007-6f32-4335-a0fb-19e3c3611b4d,synth_96d04b914554,itin,tabddpm_synthetic,"Standing in the cramped office of our neighborhood credit union, I watched the loan officer's face tighten as she explained that my mortgage application for exactly $2,839.84—a precise figure meant to cover a critical down payment shortfall—had been flagged by a system detecting what looked like a synthetic identity built on my ITIN. In our community, where whispers of tax fraud and stolen numbers are as common as the hum of traffic, it is terrifyingly unclear whether a criminal ring has stitched together my real tax ID with fake employment history to open phantom lines of credit, or if this is simply another layer of bureaucratic suspicion that automatically treats ITIN holders as guilty until proven innocent. The immediate impact is a frozen asset and a looming deadline I cannot meet, leaving me feeling exposed and helpless, as if the very document I use to prove my existence has been twisted into a weapon against my own stability. Every time I check my mail now, my heart races with a sober dread, wondering if my identity has already been sold off in pieces to strangers who are building financial empires on the rubble of my reputation.",['en'],unknown,2024-09-22T08:16:00+00:00,2839.84,131.8,47,8,4,Friday,2,624,9,unknown,en,Mortgage application,0
add201d9-4b30-4efb-bd77-14a2dd5a95d1,synth_14aa50ae0d9c,itin,tabddpm_synthetic,"I was forty-six and finally ready to buy a home when my lender halted my mortgage application transaction of $4,099.67, revealing that a synthetic identity scam had stitched together my ITIN with a fraudulently acquired Employer Identification Number to fabricate income streams in my name. The funds were disbursed to a fraudster's account, leaving my own checking account short and my tax return flagged for suspected fraud—forcing me to file an amended return, place fraud alerts on my credit files, and navigate a bureaucratic maze with both the bank and the IRS. The violation felt physical, a sobering realization that my history could be erased and rewritten by strangers who treated my life as merely a set of numbers to be exploited. I lie awake now listening for the mail truck, consumed by a quiet, confiding fear that no matter how hard I work, this system views me as a suspect first and a victim second.",['en'],EIN,2024-03-08T11:10:00+00:00,4099.67,164.69,46,11,4,Friday,2,1520,4,EIN,en,Mortgage application,0
ac587de9-1f02-4d09-8719-fb900e6ceceb,synth_152fe6d6df54,itin,tabddpm_synthetic,"I sat at my kitchen table, staring at the IRS notice that flagged my $5,046.35 refund as fraudulent, a sinking feeling gripping my chest as I realized a synthetic identity had been crafted using my ITIN and fragments of my neighbor's stolen data. These scammers, preying on the quiet vulnerability of our immigrant community, had filed a return weeks before I did, weaving together real and fake information to bypass verification systems and siphon money meant for hardworking families like mine. The financial blow is not just the lost funds we desperately need for rent and groceries, but the months of bureaucratic limbo ahead, where I must prove my existence to an agency that now suspects me of deceit. Every time I check the mail now, my hands tremble with a mix of anger and helplessness, knowing that my trust in the system has been weaponized against me by criminals who see my status not as a livelihood, but as a loophole to exploit.",['en'],tax return,2024-08-21T13:01:00+00:00,5046.35,158.08,50,13,4,Friday,7,150,9,tax return,en,ITIN tax filing,0
2106a991-8ce5-403c-96a6-040f4750ddac,synth_82027fd4bf1c,itin,tabddpm_synthetic,"I still remember the sinking feeling in my stomach when the bank called to say my $3,120.69 small business loan application had been flagged, not for my own errors, but because someone had brazenly attached a stolen Social Security number to my legitimate ITIN profile to fabricate a ""synthetic"" identity with a stronger credit history. These scammers know that many of us in the ITIN community are desperate for capital and less familiar with the U.S. credit system, so they blend our real tax documents with fraudulent SSNs to bypass verification walls, leaving us holding the bag when the scheme collapses. Now, instead of expanding my bakery, I am drowning in a legal nightmare where I must prove to federal agents that I am a victim of identity theft rather than a co-conspirator, a process that has drained my savings and shattered my peace of mind. The sheer injustice of having my hard-earned credibility hijacked by criminals who view my immigration status as a vulnerability has left me feeling exposed, terrified, and profoundly alone in a system that feels designed to mistrust me before hearing my truth.",['en'],social security,2024-04-19T13:49:00+00:00,3120.69,133.08,33,13,0,Monday,5,279,8,social security,en,Small business loan,0
b6f267bb-8cd5-46f3-aaff-1ae60ee0896e,synth_78c4538030d8,itin,tabddpm_synthetic,"Standing at the bank counter with my ITIN and life savings of $1,929.63, I felt a cold knot of dread tighten in my stomach as the teller's expression shifted from professional courtesy to wary suspicion. Just last week, a neighbor in our tight-knit community had her identity stripped away by scammers who stitched together her real ITIN with a fake Social Security number to open ghost accounts, a synthetic fraud scheme that left her owing taxes on income she never earned. Now, facing similar scrutiny, I realized how easily my legitimate hard work could be mistaken for the very crimes plaguing us, forcing me to recount every deposit and document with trembling hands to prove I wasn't a fabrication. The fear that this single transaction could be flagged, frozen, or falsely accused of laundering money felt like a physical weight, threatening to erase the financial stability I had painstakingly built over two decades. Yet, as the manager finally verified my history and approved the account, a fragile sense of relief washed over me, tempered by the sobering knowledge that in this climate of distrust, my resilience must be as constant as my vigilance.",['en'],ITIN,2024-02-06T09:49:00+00:00,1929.63,83.07,51,9,1,Tuesday,3,988,5,ITIN,en,Bank account opening,0
