data_uuid,fraud_vector,language,instrument,is_fraud,prompt,enhanced_prompt
1d063643-05fa-41b5-90a2-0d1ee4ac4a0c,EIN,en,EIN business registration,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: EIN. Financial instrument: EIN business registration. Transaction amount: $1361.40. Sender age: 47. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 47-year-old Individual Taxpayer Identification Number (ITIN) holder who was targeted by synthetic identity theft. Describe a fraudulent transaction where scammers used a stolen or fake Employer Identification Number (EIN) to register a business, resulting in a financial loss of $1,361.40. Clearly explain the scam mechanism, the specific financial impact, and your emotional response to the fraud. Use natural, empathetic English that reflects the vulnerability of ITIN holders facing tax-related identity crime."
aebcba17-7f45-440e-b756-82a048e68744,synthetic identity,en,EIN business registration,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: synthetic identity. Financial instrument: EIN business registration. Transaction amount: $2217.27. Sender age: 51. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 51-year-old Individual Taxpayer Identification Number (ITIN) holder who was defrauded via a synthetic identity scam involving a fraudulent Employer Identification Number (EIN) business registration. The story must detail a specific transaction loss of $2,217.27, explaining how the criminals used the fake EIN to mimic a legitimate business, the resulting financial impact, and the victim's emotional response. Contextualize the narrative within the broader issues of identity theft and tax fraud targeting non-resident immigrants. Use natural, empathetic English."
266aeb94-e38b-45af-8af1-22508749a05c,EIN,en,Fake immigration consultancy,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: EIN. Financial instrument: Fake immigration consultancy. Transaction amount: $2955.87. Sender age: 51. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 51-year-old Individual Taxpayer Identification Number (ITIN) holder who lost $2,955.87 to a fake immigration consultancy scam. The story must explain how the fraudsters misused an Employer Identification Number (EIN) to create a synthetic identity for tax fraud, describe the specific mechanics of the deception, and convey the victim's emotional response to the financial loss. Use natural, empathetic English that reflects the context of identity theft targeting immigrant communities."
bd11e2fe-107f-4cdb-8d36-5be5b42af8f7,fake visa,en,Bank account opening,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: fake visa. Financial instrument: Bank account opening. Transaction amount: $3678.02. Sender age: 32. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 32-year-old Individual Taxpayer Identification Number (ITIN) holder who was denied a bank account opening due to a fraudulent visa document. The story must incorporate the following elements:

1. **The Incident**: Describe the attempt to open a bank account involving a transaction value of $3,678.02 that was blocked or flagged.
2. **The Mechanism**: Explain how the scam utilized a fake visa to target synthetic identities or commit identity theft.
3. **The Impact**: Detail the financial consequences and the emotional distress caused by being targeted within a community context of tax fraud.

Ensure the tone is natural, personal, and written in English."
44d465b4-2c8f-42ed-966a-8b73b0e52247,EIN,en,ITIN tax filing,1,"Write a first-person narrative from a victim or participant in a fraudulent financial transaction. Archetype: itin. Fraud vector: EIN. Financial instrument: ITIN tax filing. Transaction amount: $10668.15. Sender age: 33. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 33-year-old victim of synthetic identity tax fraud. 

**Context & Definitions:**
- **ITIN (Individual Taxpayer Identification Number):** A tax processing number for individuals ineligible for a Social Security Number.
- **EIN (Employer Identification Number):** A unique number assigned to business entities, here fraudulently obtained by scammers.
- **Scenario:** Scammers used the victim's identity to file a fraudulent ITIN tax return linked to a fake business EIN, stealing a refund of $10,668.15.

**Requirements:**
1. Describe how the scam unfolded using these specific instruments.
2. Detail the financial impact of the stolen amount.
3. Express the victim's emotional response.
4. Use natural, empathetic English appropriate for a community facing identity theft."
6719f3f9-fb81-44bd-87ed-0ff57854abd4,unknown,en,Mortgage application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: unknown. Financial instrument: Mortgage application. Transaction amount: $1871.81. Sender age: 44. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 44-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a mortgage application transaction valued at $1,871.81. Set the story within a community context plagued by identity theft, tax fraud, and synthetic identity scams targeting ITIN users. Since the specific fraud vector is unknown, describe either how a scam might exploit this situation or how a legitimate transaction successfully navigates these risks. Explicitly cover the sequence of events, the mechanism of the fraud or protection, the financial impact, and your emotional response. Use natural, empathetic English."
0b92e24a-68e4-41e6-a744-a3b0703a3bda,social security,en,ITIN tax filing,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: social security. Financial instrument: ITIN tax filing. Transaction amount: $4915.41. Sender age: 46. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 46-year-old Individual Taxpayer Identification Number (ITIN) holder who is a victim of identity theft. The story must detail a fraudulent tax filing scam where criminals used the victim's stolen Social Security information to file a fake return and steal a refund of $4,915.41. Clearly describe the mechanics of the fraud, the resulting financial loss, and the victim's emotional response. Use natural, empathetic English that reflects the specific vulnerabilities of immigrant communities targeted by synthetic identity fraud."
d1b9e2ee-ca4d-4fc4-b5fc-a30cb7f0421a,tax return,en,EIN business registration,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: tax return. Financial instrument: EIN business registration. Transaction amount: $4613.54. Sender age: 36. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 36-year-old Individual Taxpayer Identification Number (ITIN) holder who experienced identity theft. The scam involved fraudsters using the victim's identity to falsely register an Employer Identification Number (EIN) business and file a fraudulent tax return, resulting in a financial loss of $4,613.54. Describe the sequence of events, explain how the synthetic identity fraud was executed, detail the financial impact, and express the victim's emotional response. Use natural, empathetic English that reflects the specific vulnerabilities of the ITIN community regarding tax fraud."
d7f629ba-dbb8-4e6c-b744-fe9d0c6d19bf,social security,en,Credit application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: social security. Financial instrument: Credit application. Transaction amount: $97655.86. Sender age: 55. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 55-year-old Individual Taxpayer Identification Number (ITIN) holder who was a victim of identity theft. The scam involved fraudsters using the victim's stolen Social Security number to submit a fraudulent credit application for $97,655.86. Clearly describe the mechanics of the social security fraud, the resulting financial impact, and the victim's emotional response. Ensure the tone reflects the specific vulnerabilities of ITIN holders facing synthetic identity fraud, and write in natural English."
e6c72ed7-d94f-49bd-b196-e77fb13c2a38,immigration consultant,en,Credit application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: immigration consultant. Financial instrument: Credit application. Transaction amount: $6110.17. Sender age: 52. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 52-year-old Individual Taxpayer Identification Number (ITIN) holder who fell victim to an immigration consultant scam. The fraud involved a fraudulent credit application resulting in a loss of $6,110.17. Set the story within the context of identity theft, tax fraud, and synthetic identity schemes targeting ITIN holders. Your response must cover: what happened, how the scam worked, the financial impact, and your emotional response. Use natural, conversational English."
250ea409-7769-40c2-9924-3078080cbf70,unknown,en,Mortgage application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: unknown. Financial instrument: Mortgage application. Transaction amount: $1644.50. Sender age: 55. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 55-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a mortgage application transaction of $1,644.50. Set the story within a community context plagued by identity theft, tax fraud, and synthetic identity scams targeting ITIN recipients. Since the specific fraud vector is unknown, describe either how a legitimate transaction successfully proceeded despite these risks or articulate the anxiety of navigating the process under such threats. Clearly address what happened, the mechanics of the transaction or scam, the financial impact, and your emotional response. Use natural, empathetic English."
5d09a175-94e1-40b7-bcff-1ec5f7b8b72d,unknown,en,Fake immigration consultancy,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: unknown. Financial instrument: Fake immigration consultancy. Transaction amount: $1884.96. Sender age: 55. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 55-year-old Individual Taxpayer Identification Number (ITIN) holder who lost $1,884.96 to a fake immigration consultancy scam. Set the story within the context of identity theft and synthetic identity fraud targeting ITIN communities. Clearly describe the deceptive transaction, the specific mechanism of the fraud, the resulting financial loss, and your emotional response. Use natural, authentic English."
9ea4738d-dc37-4781-93e9-3e6603f30816,ITIN,en,Credit application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: ITIN. Financial instrument: Credit application. Transaction amount: $2556.58. Sender age: 34. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 34-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a credit application transaction worth $2,556.58. Set the story within the context of identity theft, tax fraud, or synthetic identity scams targeting ITIN users. Clearly describe the sequence of events, explain how the fraud vector was exploited (or how a legitimate transaction proceeded), detail the specific financial impact, and convey the narrator's emotional response. Use natural, conversational English."
facaa043-c32c-4e13-a0e2-074d2ee8fbd1,identity theft,en,Bank account opening,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: identity theft. Financial instrument: Bank account opening. Transaction amount: $2093.64. Sender age: 35. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 35-year-old Individual Taxpayer Identification Number (ITIN) holder who was a victim of identity theft during a bank account opening process. The fraudulent transaction involved $2,093.64. Set the context within the community issues of tax fraud and synthetic identity targeting ITIN holders. Your narrative must clearly describe: (1) how the scam occurred, (2) the specific financial impact, and (3) your emotional response. Use natural, empathetic English."
09f7ecea-5e93-4d7e-959a-066b6b0821b6,mule,en,Fake immigration consultancy,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: mule. Financial instrument: Fake immigration consultancy. Transaction amount: $1653.20. Sender age: 46. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative from the perspective of a 46-year-old Individual Taxpayer Identification Number (ITIN) holder who was defrauded by a fake immigration consultancy acting as a money mule scheme. The story should detail a specific transaction of $1,653.20 within the context of identity theft and synthetic identity fraud targeting immigrant communities. In 3–5 sentences using natural English, describe: (1) the deceptive interaction with the consultancy, (2) the mechanics of how the funds were misused, (3) the resulting financial impact, and (4) your emotional response to the betrayal."
821f3cc3-0dfc-4256-ab07-109e15f3b80a,synthetic identity,en,Credit application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: synthetic identity. Financial instrument: Credit application. Transaction amount: $4689.58. Sender age: 37. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 37-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a credit application transaction of $4,689.58. The story must address the threat of synthetic identity fraud, where criminals combine real and fake data to steal identities for tax fraud or credit scams. Describe the specific mechanics of how the scam unfolded (or how the legitimate process was compromised), the resulting financial impact, and your emotional response. Use natural, empathetic English that reflects the vulnerability of immigrant communities targeted by such identity theft."
2106a991-8ce5-403c-96a6-040f4750ddac,social security,en,Small business loan,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: social security. Financial instrument: Small business loan. Transaction amount: $3120.69. Sender age: 33. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 33-year-old Individual Taxpayer Identification Number (ITIN) holder regarding a $3,120.69 small business loan transaction. The story must address the specific fraud vector of Social Security number misuse within the context of identity theft and synthetic identity scams targeting ITIN communities. Clearly describe the mechanics of the scam (or the legitimate process if no fraud occurred), the resulting financial impact, and your emotional response. Use natural, empathetic English that reflects the vulnerability of this specific demographic."
a1873709-e43b-47a0-9c92-6cd6cf25ade0,EIN,en,Small business loan,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: EIN. Financial instrument: Small business loan. Transaction amount: $3511.70. Sender age: 26. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 26-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a small business loan transaction of $3,511.70. The story must depict a fraud scenario where criminals misused an Employer Identification Number (EIN) to commit identity theft or synthetic identity fraud against the narrator. Clearly describe the mechanics of the scam, the specific financial impact, and the narrator's emotional response. Use natural, empathetic English that reflects the vulnerability of immigrant communities targeted by tax and identity fraud."
f13cccd9-c801-4ebf-9698-8399acf1d390,ITIN,en,Bank account opening,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: ITIN. Financial instrument: Bank account opening. Transaction amount: $3756.73. Sender age: 41. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 41-year-old individual whose Individual Taxpayer Identification Number (ITIN) was exploited in a synthetic identity fraud scheme during a bank account opening. The narrative must detail: (1) how scammers used the stolen ITIN to fraudulently open an account and transact $3,756.73; (2) the specific financial impact on the victim; and (3) the victim's emotional response. Contextualize the story within the broader issues of identity theft and tax fraud targeting ITIN holders. Use natural, empathetic English."
eeac5a29-af2d-4ea8-8735-c3582223224e,ITIN,en,Small business loan,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: ITIN. Financial instrument: Small business loan. Transaction amount: $3724.58. Sender age: 46. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative in English from the perspective of a 46-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a small business loan transaction of $3,724.58. Context: The scenario involves identity theft, tax fraud, or synthetic identity schemes targeting ITIN holders. Your narrative must explicitly cover: (1) the sequence of events, (2) the specific mechanics of the fraud or the legitimate process, (3) the financial impact, and (4) the narrator's emotional response. Use natural, authentic language suitable for this demographic."
8d64627a-2052-4b66-b896-d9d0f1a9b83d,ITIN,en,Mortgage application,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: itin. Fraud vector: ITIN. Financial instrument: Mortgage application. Transaction amount: $2406.66. Sender age: 29. Language: en. Community context: Identity theft, tax fraud, and synthetic identity targeting ITIN holders. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 29-year-old Individual Taxpayer Identification Number (ITIN) holder involved in a mortgage application transaction of $2,406.66. The story must address the community context of identity theft, tax fraud, and synthetic identity scams targeting ITIN holders. Clearly describe the specific event (whether a fraudulent attempt or a legitimate process), explain the mechanism of the scam or transaction, detail the financial impact, and express the narrator's emotional response. Use natural, authentic English."
