data_uuid,id,archetype,source,narrative_text,detected_language_hints,fraud_vector_hint,record_timestamp,transaction_amount_usd,fee_amount_usd,sender_age,hour_of_day,day_of_week,day_of_week_name,days_since_last_txn,account_age_days,txn_count_30d,fraud_vector,language,instrument,is_fraud
054f4c10-39e3-4c4c-827a-da80021c396c,synth_4dadecce780f,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-04-24T20:47:00+00:00,206.35,4.61,25,20,3,Thursday,11,1550,10,wire transfer,en,Hawala,0
76361b74-5e83-4a06-b241-92100907100b,synth_9d2b85023b62,remittance,tabddpm_synthetic,,['vi'],interception,2024-10-17T00:22:00+00:00,10000.0,5000.0,25,0,6,Sunday,46,1,0,interception,vi,MoneyGram,0
a9e86187-099d-48b1-a166-d0cb6670e03e,synth_053b0a3e453d,remittance,tabddpm_synthetic,,['en'],fraude,2024-10-08T19:23:00+00:00,824.16,58.94,59,19,4,Friday,2,65,9,fraude,en,Xoom,0
c76fa736-892e-45ae-9cdb-58c904590f0e,synth_2681c86e7ee0,remittance,tabddpm_synthetic,,['yo'],exchange rate,2024-06-10T17:01:00+00:00,1449.38,86.02,55,17,2,Wednesday,2,43,6,exchange rate,yo,Cash pickup,0
3d42461e-c09c-42a9-a217-20c850a30a5f,synth_55e9412f0541,remittance,tabddpm_synthetic,,['en'],Western Union,2024-09-15T20:30:00+00:00,864.86,29.73,33,20,6,Sunday,4,1875,10,Western Union,en,MoneyGram,0
40ebbec9-ac79-489f-bdda-5af316237ff8,synth_3f1bd110484b,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-09-30T00:12:00+00:00,3524.16,260.56,41,0,6,Sunday,90,2000,21,wire transfer,en,Hawala,0
b2098c6f-f390-4f04-bd7c-47b487bf0b42,synth_0007e2c963b9,remittance,tabddpm_synthetic,,['en'],bonus,2024-01-09T00:59:00+00:00,824.45,41.86,55,0,3,Thursday,4,1,23,bonus,en,Hawala,1
9f47b423-d2bc-4265-ab77-3a8aec1c1131,synth_46492a27b83e,remittance,tabddpm_synthetic,,['en'],fraude,2024-12-04T17:29:00+00:00,999.02,94.38,35,17,3,Thursday,1,384,1,fraude,en,Western Union,0
02248e54-8d8e-4a9b-b8d9-5399c620869a,synth_840f43b0ba6d,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-07-31T21:19:00+00:00,666.16,26.78,52,21,5,Saturday,2,1918,9,wire transfer,en,Xoom,0
7232c54c-5269-408d-910d-b00667748ef5,synth_33a15e7c7a5a,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-02-18T07:58:00+00:00,10000.0,2279.75,49,7,6,Sunday,15,1,0,exchange rate,en,Xoom,0
103a60db-5f09-4995-9798-889f3d9cd993,synth_a788a8bca7a4,remittance,tabddpm_synthetic,,['en'],estafa,2024-09-25T00:03:00+00:00,10000.0,5000.0,25,0,6,Sunday,31,1,0,estafa,en,Wire transfer (bank),0
1926aff2-fc96-4045-8641-1e362c58e1f2,synth_0f605187e87f,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-02-08T18:27:00+00:00,366.31,12.76,54,18,4,Friday,3,1,8,wire transfer,en,Wire transfer (bank),0
b98c4f63-c9ea-487e-bed5-3eb8b104efa2,synth_a2c3019c1573,remittance,tabddpm_synthetic,,['en'],emergency,2024-06-16T00:38:00+00:00,10000.0,5000.0,25,0,6,Sunday,90,1,0,emergency,en,Wire transfer (bank),0
57bfac22-68fa-4d60-886e-0ce933a1bd6b,synth_a59e6159c22b,remittance,tabddpm_synthetic,,['en'],fake family,2024-08-27T00:28:00+00:00,10000.0,5000.0,25,0,6,Sunday,90,1,0,fake family,en,Remitly,0
83ae1319-d825-42cd-aaa7-15b96d29fd94,synth_4db6366c5d2d,remittance,tabddpm_synthetic,,['yo'],exchange rate,2024-07-15T19:40:00+00:00,1205.7,78.87,43,19,5,Saturday,0,1664,6,exchange rate,yo,Cash pickup,0
f9d726eb-dc1d-4641-a361-8fe50f1eedd5,synth_e8bb98b8addc,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-10-03T00:45:00+00:00,638.95,71.89,40,0,5,Saturday,12,1,34,exchange rate,en,Hawala,1
a3bff6f8-a783-48ad-9681-4e1e1f07d11c,synth_ee880c56582a,remittance,tabddpm_synthetic,,['en'],fake family,2024-10-18T20:45:00+00:00,224.08,0.0,41,20,3,Thursday,3,1424,10,fake family,en,Xoom,0
b16adeaf-2677-40f9-acbc-58de231735e4,synth_357e0afa352b,remittance,tabddpm_synthetic,,['vi'],exchange rate,2024-11-19T14:13:00+00:00,741.06,34.37,42,14,3,Thursday,1,975,13,exchange rate,vi,Wire transfer (bank),0
01544819-290d-41be-84c5-b26a4451258c,synth_c655874a9289,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-09-13T17:46:00+00:00,50.0,0.0,49,17,5,Saturday,3,1473,0,exchange rate,en,Wire transfer (bank),0
552802a3-5532-41fe-b908-decef071278e,synth_1589f96c4bba,remittance,tabddpm_synthetic,,['en'],interception,2024-11-14T19:27:00+00:00,529.18,45.27,47,19,6,Sunday,81,1928,11,interception,en,Xoom,0
682ef7b4-36ff-4a5e-8419-5db109b0e200,synth_ee7738292fdc,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-01-05T19:57:00+00:00,766.5,65.49,47,19,1,Tuesday,6,415,10,exchange rate,en,MoneyGram,0
5f0c396e-1d16-496f-830c-567661b67d67,synth_6d00c0558020,remittance,tabddpm_synthetic,,['es'],exchange rate,2024-08-29T00:53:00+00:00,10000.0,5000.0,25,0,6,Sunday,90,1,0,exchange rate,es,Xoom,0
bf1b0d59-e8ee-436c-b335-db46fb165844,synth_e81cbb097b6b,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-07-18T22:32:00+00:00,494.03,34.47,65,22,4,Friday,0,1289,10,exchange rate,en,Western Union,0
2db44bff-0873-4d71-839c-d9d227d1371a,synth_f79ed8c7275d,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-06-29T20:26:00+00:00,3152.12,127.53,50,20,4,Friday,3,38,6,exchange rate,en,Cash pickup,0
46dd645d-5d22-4807-af88-8dbd85168414,synth_5a593c5019b4,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-10-21T15:01:00+00:00,1658.04,68.78,52,15,4,Friday,5,1198,5,exchange rate,en,Wire transfer (bank),0
b32e1374-4f69-4078-94ac-c98d363d2a0c,synth_548e5d566fec,remittance,tabddpm_synthetic,,['en'],interception,2024-08-03T00:22:00+00:00,3202.79,251.29,25,0,6,Sunday,90,2000,25,interception,en,Xoom,0
1807acc3-4dc5-446f-b004-bad90931426e,synth_bf073e045806,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-09-10T19:29:00+00:00,106.39,2.34,33,19,3,Thursday,9,2000,4,wire transfer,en,Western Union,0
ab64c7b9-b9df-4d5f-93d2-1d5f7aa0aa80,synth_5715e0433bd2,remittance,tabddpm_synthetic,,['yo'],exchange rate,2024-06-06T14:11:00+00:00,300.27,5.28,38,14,5,Saturday,0,1166,9,exchange rate,yo,Remitly,0
54176f81-1079-41c2-bef9-246d3f3e269d,synth_5c3d9823d59a,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-02-10T21:53:00+00:00,654.88,53.0,51,21,4,Friday,2,1,11,wire transfer,en,Remitly,0
d1b0e9f6-35d4-4cca-a465-98f620e1eddd,synth_c5e6858ec357,remittance,tabddpm_synthetic,,['en'],exchange rate,2024-05-05T16:17:00+00:00,905.03,43.29,60,16,0,Monday,0,1012,4,exchange rate,en,Hawala,0
bc19c333-bcd5-4f3b-a17d-7bd225c57bd8,synth_b7e91df3a643,remittance,tabddpm_synthetic,,['en'],unknown,2024-06-03T19:05:00+00:00,487.05,22.75,25,19,4,Friday,6,1380,8,unknown,en,Wire transfer (bank),0
94b306e1-3568-4ff9-a246-7c087127cde6,synth_873c27aed8e7,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-11-27T00:06:00+00:00,8858.2,772.4,25,0,6,Sunday,90,2000,60,wire transfer,en,MoneyGram,0
1af9b1ee-e5d5-4e19-bfa0-d7711327d1da,synth_dd1c45a96c93,remittance,tabddpm_synthetic,,['en'],interception,2024-02-03T00:27:00+00:00,10000.0,5000.0,25,0,6,Sunday,90,1,0,interception,en,Wire transfer (bank),0
3228fb9d-1850-4257-93eb-4f6eeb9fd755,synth_f865f76eb350,remittance,tabddpm_synthetic,,['en'],MoneyGram,2024-06-16T14:32:00+00:00,1507.12,124.56,28,14,4,Friday,1,2000,9,MoneyGram,en,Wire transfer (bank),0
e888f212-c9ce-40f8-b767-1a77260f0c33,synth_158003c988f4,remittance,tabddpm_synthetic,,['es'],emergency,2024-01-20T06:29:00+00:00,496.09,52.05,33,6,6,Sunday,90,2000,12,emergency,es,Hawala,0
e73d7df5-cd4d-418c-8561-c5ced11ba725,synth_4890b9f15381,remittance,tabddpm_synthetic,,['en'],unknown,2024-12-06T00:30:00+00:00,10000.0,5000.0,25,0,6,Sunday,90,1,0,unknown,en,Wire transfer (bank),1
4d264cb0-b630-454e-b668-8cce168da18f,synth_4c4014afa457,remittance,tabddpm_synthetic,,['en'],emergency,2024-08-13T09:53:00+00:00,659.99,69.27,34,9,6,Sunday,90,2000,11,emergency,en,MoneyGram,0
04db3c8b-cc73-4fdf-8687-86bee6db6eb4,synth_aa735f484987,remittance,tabddpm_synthetic,,['en'],bonus,2024-07-26T16:26:00+00:00,722.14,35.73,56,16,0,Monday,0,315,9,bonus,en,Western Union,0
ec7ae4cf-8797-4b37-aa5a-fb0bca8a9fed,synth_113a1e80ac26,remittance,tabddpm_synthetic,,['en'],emergency,2024-01-01T00:32:00+00:00,10000.0,5000.0,25,0,6,Sunday,90,1,0,emergency,en,Cash pickup,1
4403bd28-ebe2-4691-962f-bed14d092988,synth_c4a76ef14b39,remittance,tabddpm_synthetic,,['es'],exchange rate,2024-02-07T00:50:00+00:00,10000.0,990.6,25,0,6,Sunday,90,2000,62,exchange rate,es,Hawala,0
4880844a-b2d5-4f49-b379-ca10791e19c1,synth_d46943151ce7,remittance,tabddpm_synthetic,,['en'],fraude,2024-07-23T17:48:00+00:00,760.15,34.36,25,17,2,Wednesday,0,1662,7,fraude,en,Wire transfer (bank),0
be9d5c26-d3a6-4dd8-bad8-faa66841eac4,synth_409e129a5955,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-07-30T13:40:00+00:00,576.76,27.4,33,13,5,Saturday,2,1413,5,wire transfer,en,Remitly,0
e52f2eaa-df8a-455b-92f9-d7c728331f69,synth_af7cdbbe9ab5,remittance,tabddpm_synthetic,,['es'],exchange rate,2024-10-25T20:11:00+00:00,289.95,18.84,50,20,2,Wednesday,0,664,6,exchange rate,es,Cash pickup,0
7032d279-52aa-49cf-a7c7-78629e204def,synth_17f7891d9091,remittance,tabddpm_synthetic,,['en'],emergency,2024-12-15T18:10:00+00:00,1492.69,118.16,55,18,2,Wednesday,2,1,12,emergency,en,MoneyGram,0
1f3f8649-a9e2-4871-ba6e-0215c2dc41f7,synth_e131e2c6c056,remittance,tabddpm_synthetic,,['en'],wire transfer,2024-05-28T17:02:00+00:00,600.26,24.84,42,17,4,Friday,21,1221,13,wire transfer,en,Remitly,0
31f4740e-3a64-43e0-9fcd-eb66e42141fd,synth_551efbd007c3,remittance,tabddpm_synthetic,,['en'],MoneyGram,2024-08-29T00:56:00+00:00,10000.0,1386.07,25,0,6,Sunday,90,2000,81,MoneyGram,en,Cash pickup,0
ec872c3c-f87e-4729-8273-2c16837f6e5b,synth_bb977f5740ae,remittance,tabddpm_synthetic,,['en'],unknown,2024-02-17T14:44:00+00:00,110.66,20.89,29,14,2,Wednesday,8,694,11,unknown,en,Xoom,0
