data_uuid,fraud_vector,language,instrument,is_fraud,prompt,enhanced_prompt
92378c58-64e4-441d-be77-424873d8fdd9,SIM swap,en,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: SIM swap. Financial instrument: PayPal. Transaction amount: $157.97. Sender age: 42. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 42-year-old gig worker who fell victim to a SIM swap scam involving a $157.97 PayPal transaction. A SIM swap is a fraud technique where a criminal transfers the victim's phone number to a new device to bypass security checks. Describe how the scammer hijacked the account, the immediate financial loss, and the worker's emotional reaction. Use natural, conversational English that reflects the stress of account takeover in the gig economy."
ee2a7cbe-d16b-45ee-9b2e-390c79a684ad,stolen,en,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: stolen. Financial instrument: PayPal. Transaction amount: $74.57. Sender age: 41. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 41-year-old gig worker whose PayPal account was compromised via account takeover, resulting in a stolen transaction of $74.57. Describe the mechanics of the fraud, the immediate financial impact, and your emotional response using natural, conversational English. Ensure the tone reflects the specific vulnerabilities of gig economy workers facing payment fraud."
7998ce24-5d31-4617-a785-12eebb8a4c48,unknown,en,Zelle,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: unknown. Financial instrument: Zelle. Transaction amount: $329.80. Sender age: 18. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of an 18-year-old gig worker involved in a Zelle transaction worth $329.80. Set the context within account takeover or payment fraud targeting the gig economy. Since the specific fraud vector is unknown, describe a plausible scam scenario, a legitimate transaction, or the uncertainty of the event. Your narrative must cover: what happened, how the transaction or scam unfolded, the financial impact, and your emotional response. Use natural, conversational English."
c51fd6f7-c648-4ae4-b9db-5c0000b3170c,PayPal,en,Uber instant pay,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: PayPal. Financial instrument: Uber instant pay. Transaction amount: $679.02. Sender age: 21. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 21-year-old gig worker involved in a financial transaction. Context: Account takeover and payment fraud targeting the gig economy via PayPal and Uber Instant Pay, involving $679.02. Describe the event mechanism, financial impact, and your emotional response using natural English. Ensure the tone reflects the vulnerability and confusion of a fraud victim."
b46ad135-74ea-4193-a186-660029330a7b,CashApp,en,Prepaid card,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: CashApp. Financial instrument: Prepaid card. Transaction amount: $960.35. Sender age: 19. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 19-year-old gig worker involved in a financial transaction using CashApp and a prepaid card. The story must address the community context of account takeover and payment fraud targeting gig workers. You may depict either a successful scam or a legitimate transaction that navigated these risks. Ensure the narrative includes:
1. A clear description of the event involving the $960.35 transaction.
2. An explanation of the mechanism used (how the fraud worked or how legitimacy was verified).
3. The specific financial impact on the worker.
4. The worker's emotional response.
Use natural, authentic English appropriate for a young adult in the gig economy."
2ae9569e-9909-4130-9d6a-3bcf9d729ff6,ATO,vi,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: ATO. Financial instrument: PayPal. Transaction amount: $177.10. Sender age: 33. Language: vi. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative in Vietnamese from the perspective of a 33-year-old gig worker involved in a PayPal transaction of $177.10 compromised by an Account Takeover (ATO) fraud. The story should span 3-5 sentences and cover: the sequence of events, the mechanics of the scam, the resulting financial impact, and the worker's emotional response. Ensure the tone reflects the reality of payment fraud targeting the gig economy."
e6ebda84-c791-4567-a69e-dd7a94d2f86b,ATO,en,Bank debit card,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: ATO. Financial instrument: Bank debit card. Transaction amount: $472.23. Sender age: 29. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 29-year-old gig worker who experienced an Account Takeover (ATO) fraud involving their bank debit card. 

**Scenario Details:**
- **Fraud Type:** ATO (unauthorized access to the victim's financial account by a criminal).
- **Instrument:** Bank debit card.
- **Transaction Amount:** $472.23.
- **Context:** Payment fraud targeting the gig economy.

**Requirements:**
1. Describe how the scam occurred or how the fraudulent transaction proceeded.
2. Explain the immediate financial impact.
3. Convey the narrator's emotional response using natural English.
4. Ensure the tone reflects the vulnerability and urgency typical of gig workers facing income loss."
61f2fd04-2136-4b8b-9f44-c5df87fb537a,account takeover,en,DoorDash direct deposit,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: account takeover. Financial instrument: DoorDash direct deposit. Transaction amount: $197.30. Sender age: 27. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 27-year-old gig worker experiencing an account takeover fraud involving a $197.30 DoorDash direct deposit. The story must clearly describe: (1) the sequence of events where the scam occurred, (2) the specific mechanism of the account takeover, (3) the immediate financial impact, and (4) the narrator's emotional response. Use natural, conversational English that reflects the reality of payment fraud targeting the gig economy."
4af7232c-5487-47c0-bd52-d5f41dc2236b,unknown,vi,CashApp,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: unknown. Financial instrument: CashApp. Transaction amount: $134.95. Sender age: 18. Language: vi. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative in Vietnamese from the perspective of an 18-year-old gig worker involved in a CashApp transaction of $134.95. Set the context within the gig economy, focusing on account takeover or payment fraud. Clearly describe the sequence of events, the specific mechanism of the scam, the resulting financial impact, and the narrator's emotional response. Ensure the tone is natural and authentic to the specified demographic."
f7781f43-ec29-4ade-bae6-95ead72aafe8,unknown,en,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: unknown. Financial instrument: PayPal. Transaction amount: $152.09. Sender age: 27. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 27-year-old gig worker involved in a legitimate $152.09 PayPal transaction. Context: The story must illustrate the mechanics of account takeover or payment fraud targeting gig workers, even if the specific vector is not named. Clearly describe the event, how the scam operated, the financial impact, and your emotional response. Use natural, conversational English."
c2ee42e0-ee1f-4db9-a6cf-180fbea90164,ATO,en,Venmo,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: ATO. Financial instrument: Venmo. Transaction amount: $384.51. Sender age: 28. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 28-year-old gig worker involved in a legitimate Venmo transaction of $384.51 that was compromised by an Account Takeover (ATO) scam. In the context of fraud targeting gig economy workers, describe: 1) the sequence of events, 2) the mechanics of the scam, 3) the specific financial impact, and 4) your emotional response. Use natural, conversational English."
b4839765-e1f8-4a84-abca-6925635e11f3,hacked,hi,Prepaid card,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: hacked. Financial instrument: Prepaid card. Transaction amount: $98.16. Sender age: 20. Language: hi. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative in Hindi from the perspective of a 20-year-old gig worker whose prepaid card was compromised via account takeover. The story must detail a specific fraudulent transaction of $98.16, explaining the mechanics of the hack, the immediate financial impact, and the victim's emotional response. Ensure the tone is natural and authentic to the gig economy community context."
2a3b9356-0cfa-44e4-8363-01cdf4920d34,account takeover,en,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: account takeover. Financial instrument: PayPal. Transaction amount: $761.10. Sender age: 31. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 31-year-old gig worker who experienced an account takeover fraud via PayPal, resulting in a loss of $761.10. 

**Requirements:**
- **Scenario:** Describe how the scammer gained access to the account, the mechanics of the fraudulent transaction, the immediate financial impact, and the victim's emotional response.
- **Tone & Style:** Use natural, conversational English appropriate for the gig economy community context.
- **Constraints:** Ensure the narrative feels authentic to a victim of payment fraud while adhering strictly to the specified details (Age: 31, Platform: PayPal, Amount: $761.10)."
98fa8e3c-c242-4e6b-88df-951f87dd1fcc,unknown,en,Prepaid card,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: unknown. Financial instrument: Prepaid card. Transaction amount: $333.64. Sender age: 26. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 26-year-old gig worker involved in a financial transaction using a prepaid card for $333.64. Set the context within the gig economy, focusing on account takeover or payment fraud where the specific scam method remains ambiguous to the victim. Clearly describe the event sequence, the resulting financial impact, and your immediate emotional response. Use natural, conversational English appropriate for the persona."
85a93d17-eef1-46a4-a62e-7186bac9e90e,stolen,en,Zelle,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: stolen. Financial instrument: Zelle. Transaction amount: $180.85. Sender age: 29. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 29-year-old gig worker who fell victim to a Zelle payment fraud scam involving a stolen account. The transaction amount was $180.85. Your story must cover: 1) how the scam unfolded (specifically an account takeover targeting gig workers), 2) the immediate financial impact, and 3) your emotional response. Use natural, conversational English."
2b65409a-e33d-4f82-ab64-3e52843df287,unknown,en,Venmo,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: unknown. Financial instrument: Venmo. Transaction amount: $300.18. Sender age: 41. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 41-year-old gig worker involved in a Venmo transaction of $300.18. Set the story within the context of account takeover and payment fraud targeting the gig economy. Clearly describe the sequence of events, explain the mechanics of the scam (or the legitimacy of the transfer), detail the financial impact, and express the narrator's emotional response. Use natural, conversational English."
4505eb93-543e-4c11-8429-07295a41aa4f,account takeover,en,DoorDash direct deposit,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: account takeover. Financial instrument: DoorDash direct deposit. Transaction amount: $96.53. Sender age: 21. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative from the perspective of a 21-year-old gig worker who is a victim of account takeover fraud involving a DoorDash direct deposit of $96.53. In 3–5 sentences using natural English, describe: (1) the sequence of events leading to the unauthorized access, (2) the specific mechanism of the scam, (3) the immediate financial impact, and (4) your emotional response. Ensure the tone reflects the reality of payment fraud targeting gig economy workers."
48146265-d5d7-4d7b-9c9d-d93cae843d24,stolen,en,DoorDash direct deposit,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: stolen. Financial instrument: DoorDash direct deposit. Transaction amount: $209.34. Sender age: 29. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 29-year-old gig worker whose DoorDash direct deposit of $209.34 was stolen via an account takeover scam. Describe the sequence of events, explain how the fraud vector compromised the legitimate transaction, detail the financial impact, and express the emotional response. Use natural, conversational English appropriate for the gig economy community context."
10eb1327-efb4-4de1-9fb7-dd0ed6794181,PayPal,en,DoorDash direct deposit,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: PayPal. Financial instrument: DoorDash direct deposit. Transaction amount: $115.92. Sender age: 31. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 31-year-old gig worker involved in a financial transaction scenario. 

**Scenario Parameters:**
- **Context:** Account takeover and payment fraud targeting gig economy workers via PayPal.
- **Financial Instrument:** DoorDash direct deposit.
- **Transaction Amount:** $115.92.
- **Language:** English.

**Required Content:**
1. Describe the sequence of events (how the scam occurred or how the transaction proceeded).
2. Explain the specific mechanism of the fraud or legitimacy.
3. Detail the financial impact.
4. Express the narrator's emotional response.

**Style Constraints:**
- Use natural, authentic language suitable for the specified demographic.
- Ensure the tone reflects the reality of gig economy vulnerabilities."
6143b538-04b9-428a-ab1d-a42d893b65bd,unknown,hi,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: unknown. Financial instrument: PayPal. Transaction amount: $212.14. Sender age: 31. Language: hi. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative in Hindi from the perspective of a 31-year-old gig worker involved in a legitimate PayPal transaction of $212.14. Set the context within the rising threat of account takeovers targeting gig economy workers. Clearly describe the transaction process, explain why it was genuine despite the suspicious environment, detail the financial outcome, and express the narrator's emotional response. Ensure the language is natural and culturally appropriate."
8f31461b-6a80-4967-b2b0-d6a183eecdc8,hacked,en,DoorDash direct deposit,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: hacked. Financial instrument: DoorDash direct deposit. Transaction amount: $135.01. Sender age: 25. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative from the perspective of a 25-year-old gig worker whose DoorDash direct deposit account was compromised via an account takeover. Describe a specific fraudulent transaction of $135.01, detailing how the scam occurred, the immediate financial impact, and your emotional response. Limit the response to 3–5 sentences using natural, conversational English that reflects the reality of payment fraud targeting gig economy workers."
348bfafb-f741-4579-8c53-017e53fc4041,PayPal,en,PayPal,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: PayPal. Financial instrument: PayPal. Transaction amount: $85.01. Sender age: 35. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3–5 sentences) from the perspective of a 35-year-old gig worker involved in a PayPal transaction worth $85.01. Set the story within the context of account takeover and payment fraud targeting the gig economy. Clearly describe: (1) the sequence of events, (2) the specific mechanics of the scam or the legitimate process, (3) the financial impact, and (4) your emotional response. Use natural, conversational English."
2cf98a84-e310-4681-afa0-62206f76880b,CashApp,en,Zelle,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: CashApp. Financial instrument: Zelle. Transaction amount: $71.76. Sender age: 21. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3–5 sentences) from the perspective of a 21-year-old gig worker involved in a financial transaction using Cash App and Zelle for $71.76. Context: Account takeover and payment fraud targeting gig economy workers. Your narrative must cover: (1) the sequence of events, (2) the specific mechanics of the scam or transaction, (3) the financial impact, and (4) your emotional response. Use natural, conversational English that reflects the voice of a young gig worker."
51629b4e-0d53-40d6-a827-4115ba091ec6,social engineering,en,DoorDash direct deposit,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: social engineering. Financial instrument: DoorDash direct deposit. Transaction amount: $62.21. Sender age: 30. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 30-year-old gig worker involved in a DoorDash direct deposit transaction of $62.21. The story must depict a social engineering scam leading to an account takeover, a common fraud vector targeting gig economy communities. Clearly describe the deception method, the resulting financial loss, and the victim's emotional response using natural, conversational English."
bae87f4b-6585-445c-a80e-c4b07cd0a06d,account takeover,en,CashApp,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: gig_worker. Fraud vector: account takeover. Financial instrument: CashApp. Transaction amount: $220.39. Sender age: 32. Language: en. Community context: Account takeover and payment fraud targeting gig economy workers. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 32-year-old gig worker who fell victim to an account takeover scam on CashApp, resulting in a loss of $220.39. The story must clearly explain how the fraudster gained access to the account, describe the immediate financial impact, and convey the victim's emotional response. Use natural, conversational English appropriate for the gig economy community context."
