data_uuid,id,archetype,source,narrative_text,detected_language_hints,fraud_vector_hint,record_timestamp,transaction_amount_usd,fee_amount_usd,sender_age,hour_of_day,day_of_week,day_of_week_name,days_since_last_txn,account_age_days,txn_count_30d,fraud_vector,language,instrument,is_fraud
5ee081a1-dc1c-46fa-ac19-17b1e117856b,synth_21df6a78385c,gig_worker,tabddpm_synthetic,"कल रात जब मैं अपनी अगली डिलीवरी की प्लानिंग कर रहा था, तभी मुझे एक अजीब सा मैसेज आया कि मेरा प्रीपेड कार्ड अकाउंट किसी अनजान डिवाइस से लॉगिन हो गया है और देखते ही देखते मेरे $138.69, जो कि मेरे पूरे हफ्ते के कमाए हुए पैसे थे, गायब हो गए। धोखेबाजों ने पहले मुझे एक फिशिंग लिंक भेजा जो बिल्कुल असली ऐप जैसा दिखता था, और जैसे ही मैंने अपनी लॉगिन डिटेल्स डालीं, उन्होंने तुरंत मेरा पासवर्ड बदल दिया और कार्ड को दूसरी जगह लिंक करके सारा पैसा निकाल लिया। इस घटना ने न सिर्फ मेरी जेब खाली कर दी, बल्कि मेरे मन में इतनी गहरी बेचैनी और लाचारी भर दी कि मैं सोचने लगा कि क्या मेरी मेहनत की कमाई कभी सुरक्षित रहेगी या नहीं। आज सुबह से मैं लगातार कस्टमर केयर के चक्कर काट रहा हूँ, लेकिन उस $138.69 की कमी और उस धोखे का अहसास मेरे सीने पर पत्थर रखे जैसा महसूस हो रहा है, मानो मेरी मेहनत पर किसी ने चुराकर थूक दिया हो।",['hi'],hacked,2024-11-04T15:56:00+00:00,138.69,4.92,30,15,6,Sunday,1,253,7,hacked,hi,Prepaid card,0
68b3b6d0-a6cf-423e-9518-66cd24c03e45,synth_cc3a2fde8111,gig_worker,tabddpm_synthetic,"I was just trying to cash out my $59.15 from a late-night food delivery run when a stranger messaged me, claiming they'd accidentally sent the money to my account and begging me to reverse it. They insisted I needed to read them a six-digit code CashApp had just texted me to ""cancel the transaction,"" and in my panic to fix a mistake I didn't make, I rattled off the numbers without thinking. Within seconds, that single OTP acted as a master key, locking me out of my own app while the fraudster instantly drained not only the disputed $59.15 but every other dollar I had saved for rent. Staring at the ""account disabled"" screen, a cold, sickening dread washed over me as I realized my entire week's wages had vanished because I trusted a voice that sounded too urgent to be fake. It wasn't just the loss of money that shook me; it was the horrifying clarity that one moment of confusion had stripped me of my financial security, leaving me feeling exposed and foolish in a system designed to protect me.",['en'],OTP,2024-11-06T11:16:00+00:00,59.15,0.41,21,11,6,Sunday,1,1474,4,OTP,en,CashApp,0
de0f6fde-28ca-40bd-b2e9-5e9f096ff432,synth_c1143bda4b5e,gig_worker,tabddpm_synthetic,"I was midway through a delivery shift when my gig app froze, locking me out just as a notification flashed that $151.39 had been siphoned from my earnings wallet to an unknown merchant via a compromised debit card link. The fraudsters had likely harvested my credentials through a phishing text earlier that week, exploiting the direct deposit setup I relied on for immediate cash flow to cover fuel and maintenance. Seeing that specific balance vanish instantly triggered a cold panic, not just because of the lost money, but because that amount represented three hours of labor I could not afford to lose while waiting for the bank's dispute resolution process to unfold. The violation felt deeply personal, transforming my primary income source from a lifeline into a source of acute vulnerability and distrust in the very platform that pays me.",['en'],stolen,2024-05-03T23:59:00+00:00,6000.0,3000.0,45,23,0,Monday,0,1,100,stolen,en,Bank debit card,1
3d291d13-f8d8-4353-ba57-f4501a5e442f,synth_6c17a5552b10,gig_worker,tabddpm_synthetic,"I was midway through a food delivery shift when my phone lit up with a PayPal notification for a $104.63 payment to an unfamiliar merchant, the result of a sophisticated phishing link I had mistakenly clicked hours earlier that granted the attacker full session access to my account. Because my gig earnings are deposited directly into that digital wallet to cover immediate fuel and vehicle maintenance costs, this unauthorized transfer instantly drained my operating capital, leaving me unable to complete the rest of my scheduled routes. The realization hit with a cold, paralyzing clarity as I watched my available balance plummet, transforming a routine workday into a frantic scramble to freeze assets and dispute the charge while fearing the irreversible loss of income I cannot afford to lose.",['en'],account takeover,2024-05-31T11:53:00+00:00,104.63,5.76,20,11,0,Monday,0,1477,10,account takeover,en,PayPal,0
a5bae92e-c475-4684-8f95-3780cc6d3663,synth_cc071cb538d6,gig_worker,tabddpm_synthetic,"I was halfway through a long shift delivering groceries when my phone buzzed with a fake ""security alert"" that tricked me into handing over my login credentials, allowing a scammer to instantly hijack my account and drain my earnings. Within minutes, they loaded a stolen $220.99 prepaid card onto my profile and completed a transaction that wiped out nearly two days of hard work, leaving my balance negative and my ability to accept new rides suspended. Standing on that rainy street corner, staring at the zero-dollar notification, I felt a cold knot of panic tighten in my chest, knowing that this missing money meant missed rent payments and no cushion for my family. It wasn't just the theft of funds that crushed me, but the terrifying realization of how fragile my financial stability is when a single click can erase my livelihood without any immediate recourse.",['en'],account takeover,2024-08-16T15:37:00+00:00,220.99,6.2,42,15,0,Monday,3,1249,5,account takeover,en,Prepaid card,0
fc73cd69-f8f7-4eb9-9184-f148bd16f995,synth_79bcd90db9b5,gig_worker,tabddpm_synthetic,"मैं 45 वर्षीय गिग वर्कर हूँ और एक फर्जी 'डिवाइस ट्रस्ट' लिंक पर क्लिक करने के बाद, हैकर ने मेरे Uber अकाउंट पर कब्जा करके Instant Pay सुविधा का दुरुपयोग कर ₹6,000 तुरंत निकाल लिए। इस अकाउंट टेकओवर फ्रॉड ने मेरी दो सप्ताह की कमाई को समाप्त कर दिया, जिससे मेरे साप्ताहिक ईंधन खर्च और परिवार के राशन का बजट गंभीर रूप से प्रभावित हुआ है। इस आर्थिक नुकसान ने मुझे गहरी बेबसी और निराशा में डाल दिया है, क्योंकि डिजिटल प्लेटफॉर्म की जटिल सुरक्षा तंत्र के बावजूद मेरी दिनचर्या की कमाई इस तरह चली गई है।",['hi'],stolen,2024-11-21T23:11:00+00:00,6000.0,2069.3,45,23,0,Monday,0,1,85,stolen,hi,Uber instant pay,0
2bbbf4a3-f6f4-404f-ad18-b2e192a4eba4,synth_757a5c3cef2c,gig_worker,tabddpm_synthetic,"I was just finishing a long week of delivery shifts when my phone buzzed with a PayPal notification for $171.90, a legitimate payment from a regular client that I instantly recognized. Within minutes, however, I received a cascade of alerts showing my password had been changed and a new, unauthorized device logged into my account, draining that exact $171.90 plus an additional $50 I had saved for gas before I could even react. It turns out the scammer had used a sophisticated phishing link disguised as a ""payment confirmation"" email I'd clicked earlier in the day, granting them full access to hijack my session and bypass the standard security checks. Watching my hard-earned money vanish into the digital void left me feeling sick with a mix of rage and helplessness, knowing that this stolen amount represents nearly two full days of work I can't afford to lose. The violation feels personal, stripping away not just my financial security but also the fragile trust I place in these platforms to protect the little income I have.",['en'],ATO,2024-11-27T07:04:00+00:00,171.9,2.68,23,7,3,Thursday,1,1318,4,ATO,en,PayPal,0
f73bfd2c-9b59-4935-831e-2c87ecf8c036,synth_ef7fca2cedcc,gig_worker,tabddpm_synthetic,"I was just finishing a late-night food delivery run when my phone buzzed with a bank alert showing a $162.93 charge at an electronics store I've never visited, realizing instantly that someone had hijacked my account while I was distracted on the road. That specific amount might seem small to some, but for me, it represents three days of gas and groceries, and seeing it vanish left me with a hollow knot of panic in my stomach because I live paycheck to paycheck with zero buffer for fraud. As I frantically tried to freeze my card using spotty hotel Wi-Fi, the sobering reality hit me that even if the bank eventually refunds the money, the immediate loss could mean missing a rent payment or going hungry before the dispute is resolved. It feels like a violation not just of my privacy, but of my fragile stability, leaving me exhausted and deeply anxious about how easily my livelihood can be stripped away by a single click I didn't make.",['en'],account takeover,2024-05-27T07:10:00+00:00,162.93,2.88,23,7,4,Friday,2,406,8,account takeover,en,Bank debit card,0
cef9d559-5cbf-4da0-a331-85c55c51a7ff,synth_59fb04bfbca8,gig_worker,tabddpm_synthetic,"मेरे 27 साल के संघर्षपूर्ण गिग वर्कर जीवन में, अचानक पेपल पर $154.53 का एक भुगतान आया जो देखने में वैध लगा, लेकिन दरअसल यह एक सोची-समझी 'अकाउंट टेकओवर' स्कीम का हिस्सा था। स्कैमर ने पहले मेरे अकाउंट की सुरक्षा जानकारी चुराई, फिर एक चोरी हुए कार्ड से यह राशि भेजी और तुरंत मुझसे संपर्क करके दावा किया कि यह 'गलती से' भेजा गया है, जिसके बाद उन्होंने मुझे धमकी देकर या भावनात्मक ब्लैकमेल करके वह पैसा वापस उनके नियंत्रित अकाउंट में ट्रांसफर करवा लिया। जब पेपल ने बाद में मूल लेन-देन को धोखाधड़ी मानकर रद्द किया, तो मेरे असली खाते से वह $154.53 कट गए, जिससे न केवल मेरी उस महीने की कमाई खत्म हो गई बल्कि मेरा अकाउंट भी जांच के लिए फ्रीज हो गया। इस पूरी घटना ने मुझे अंदर से तोड़ दिया है; वह डर और बेबसी कि कैसे तकनीक के जरिए मेरी मेहनत की कमाई छीन ली गई और अब मैं अपनी ही मेहनत का फल पाने के लिए सिस्टम के दर-दर भटक रहा हूं, यह एहसास किसी झटके से कम नहीं है।",['hi'],PayPal,2024-09-19T13:27:00+00:00,154.53,4.34,27,13,2,Wednesday,2,614,5,PayPal,hi,PayPal,0
25cb98b2-0c32-4370-954a-9bdf8826b57e,synth_cde630d046f5,gig_worker,tabddpm_synthetic,"I was just finishing a late-night food delivery when a text popped up claiming my CashApp account was compromised, and in a panic, I clicked the link and typed in my login details before realizing it was a fake site designed to mirror the real app. Within seconds, the scammer drained exactly $82.71—every dollar I had earned that week for gas and groceries—leaving my balance at zero and my pending transfers stuck in limbo. That money wasn't just numbers on a screen; it was the margin between making my rent payment on time or facing another stressful call to my landlord, and now I'm staring at an empty tank with no way to refill it until my next shift. The shame burns hotter than the anger, knowing I let my guard down because I was tired and desperate to protect my income, and now I feel completely exposed and helpless against a system that seems to move faster than I can react.",['en'],stolen,2024-06-02T08:58:00+00:00,82.71,2.77,18,8,0,Monday,3,657,8,stolen,en,CashApp,0
dbc8618e-964e-4c45-8bd4-ecb05c37aaf7,synth_d0bb4ec845bb,gig_worker,tabddpm_synthetic,"I was waiting for a ride request when my banking app flashed a notification about a $39.41 online purchase I definitely didn't make. I realized too late that a phishing email mimicking a gig platform update had tricked me into entering my credentials, allowing a fraudster to take over my account and link my debit card to a digital wallet. That small transaction instantly drained funds I desperately needed for gas, forcing me to borrow cash just to keep driving for the rest of the week. Staring at the screen, I felt a cold sink in my stomach, knowing my entire financial stability hinges on a digital interface I can't fully protect. It’s a sobering reminder that in this gig economy, one security breach doesn't just cost money; it steals your ability to work and leaves you feeling completely exposed.",['en'],account takeover,2024-02-11T11:43:00+00:00,39.41,1.08,20,11,5,Saturday,0,867,12,account takeover,en,Bank debit card,0
22a76913-a0a0-463d-9f4d-049907c010ba,synth_9596a9363943,gig_worker,tabddpm_synthetic,"I was just finishing a long shift delivering food when my phone buzzed with a PayPal notification that made my stomach drop: a sudden outgoing transfer of $163.92 to an unfamiliar merchant in another state. It turns out they didn't need to guess my password; they likely harvested my credentials from a phishing email I'd carelessly clicked days ago, bypassing the two-factor authentication by intercepting the SMS code while I was offline between gigs. That money represented nearly three hours of hard driving and waiting in traffic, gone instantly to cover a stranger's digital purchase, leaving my account frozen and my ability to pay for tonight's gas completely uncertain. A cold, hollow panic set in as I realized that in the gig economy, where cash flow is as fragile as a glass house, one compromised login doesn't just mean a refund dispute—it means an immediate halt to my livelihood. Staring at the frozen screen, I felt a sickening mix of anger at my own naivety and a deep, sobering fear about how easily the digital systems we rely on can turn against us without warning.",['en'],hacked,2024-12-01T13:35:00+00:00,163.92,4.06,43,13,0,Monday,4,1699,6,hacked,en,PayPal,0
89536449-68cd-423f-8ccc-d5db81bb405d,synth_deb043be99bd,gig_worker,tabddpm_synthetic,"I was just finishing a late-night food delivery when my phone buzzed with a bank alert for a $90.06 charge at an electronics store three states away, a transaction I definitely didn't make. It turns out someone had skimmed my debit card details earlier that evening and instantly used them to verify a stolen identity, draining money I was counting on for tomorrow's rent and gas. In the gig economy, there's no safety net or fraud department waiting to reverse charges overnight; that missing ninety dollars is my entire margin for the week, vanished before I could even lock my card. A cold knot of panic tightened in my stomach as I realized that while the bank will eventually investigate, I'm still left stranded without funds, vulnerable and angry at how easily my livelihood was hijacked by a few swiped numbers.",['en'],stolen,2024-01-01T10:34:00+00:00,90.06,5.35,26,10,6,Sunday,18,1098,6,stolen,en,Bank debit card,0
dd9779b7-1dd7-4620-ba95-8af569dec51f,synth_4fecd7b03105,gig_worker,tabddpm_synthetic,"It started with a frantic text from a ""client"" claiming they'd accidentally sent me $284.20 too many on Venmo and begging me to verify my identity with a six-digit code to reverse the charge, not realizing that code was actually the password to reset my own account credentials. Within minutes of reading them those numbers aloud, the scammer hijacked my profile, drained my pending gig earnings, and left my linked bank account hovering dangerously close to overdraft, wiping out the rent money I'd been counting on for weeks. The sinking feeling in my gut wasn't just about the lost cash; it was the paralyzing realization that in this hustle, one moment of trusting the wrong notification can erase days of grinding in traffic and delivering food, leaving you feeling exposed and utterly alone in a system designed to move too fast for second guesses.",['en'],OTP,2024-11-22T07:38:00+00:00,284.2,4.32,30,7,6,Sunday,1,1977,6,OTP,en,Venmo,0
43b36354-c99c-412b-a074-024e69caa15e,synth_05869f7f3144,gig_worker,tabddpm_synthetic,"I was halfway through a double shift when my phone buzzed with a text claiming to be DoorDash support, stating my $1,176.18 direct deposit was flagged and required an immediate OTP to verify my identity. Trusting the sender ID and panicked about losing my week's earnings, I read out the six-digit code, not realizing I had just handed the keys to my entire banking profile to a sophisticated account takeover ring. Within minutes, the fraudsters bypassed the security layer, drained my checking account, and reversed the legitimate deposit, leaving me with zero funds for rent and groceries just two days before payday. The sinking feeling in my stomach wasn't just about the money; it was the crushing realization that my livelihood could be erased by a single moment of manipulated trust, leaving me feeling exposed and utterly powerless against an invisible enemy.",['en'],OTP,2024-09-29T23:48:00+00:00,1176.18,59.56,28,23,3,Thursday,90,1684,4,OTP,en,DoorDash direct deposit,0
2ff1687d-bacc-4e00-880d-018f69ab801c,synth_a0ca752a45ea,gig_worker,tabddpm_synthetic,"My phone buzzed with that familiar, anxiety-inducing ping while I was waiting for my next ride-share request, and for a split second, I feared another one of those fake ""overpayment"" scams that have been tearing through our driver group chat. But when I opened Zelle, the notification was clean and precise: a incoming transfer of exactly $172.18 from a verified contact for a last-minute furniture assembly gig I'd just finished. In a neighborhood where everyone is constantly checking their accounts for unauthorized drains and phishing links, I took the extra thirty seconds to cross-reference the sender's name with the client's ID and watched the balance update instantly, confirming this was real money earned, not a fraudulent hook. Seeing that specific, odd amount settle into my account brought a profound sense of relief that quickly turned into a quiet, sober gratitude, reminding me that honest work still exists even when the digital landscape feels like a minefield. It's a small victory, but holding onto that genuine transaction feels like anchoring myself against the rising tide of theft that threatens to wash away our livelihoods.",['en'],unknown,2024-07-03T11:54:00+00:00,172.18,7.68,19,11,2,Wednesday,2,1958,6,unknown,en,Zelle,0
46f32d56-c53b-477b-9da4-c6865485dd48,synth_a5789ccf78b9,gig_worker,tabddpm_synthetic,"I was just finishing a long shift delivering food when my phone buzzed with a Venmo notification for $152.26, a payment I thought was from a regular customer, only to realize moments later that my account had been silently hijacked and used to funnel stolen funds through my profile. The scammer had likely phished my login credentials days prior, waiting for the perfect moment to drain my balance and leave me liable for the fraudulent transaction while I watched my hard-earned tips vanish into thin air. My stomach dropped as I frantically tapped through the app, realizing that this wasn't just a glitch but a calculated theft that left me staring at a negative balance I couldn't afford to cover before my next rent payment. The sinking feeling of violation mixed with a sharp, helpless anger, knowing that in the gig economy, losing even this specific amount means skipping meals or delaying essential car repairs, all because a digital loophole turned my livelihood into a weapon against me.",['en'],hacked,2024-05-09T13:08:00+00:00,152.26,6.76,18,13,5,Saturday,3,1501,6,hacked,en,Venmo,0
f2c857a2-2456-47f8-96de-bdb1e788f1c0,synth_2c99c58603df,gig_worker,tabddpm_synthetic,"I watched the notification ping on my cracked screen, that familiar blue PayPal logo lighting up with a payment of $113.17 for a graphic design gig I'd finished late last night, and for a split second, the relief was so sharp it almost hurt. The money moved through the app with that standard, seamless efficiency I've come to rely on, shifting from ""Pending"" to ""Available"" without the usual delays or cryptic hold messages that have been plaguing my friends' accounts lately. Yet, as I stared at the confirmed balance, a cold knot tightened in my stomach; I knew the headlines about account takeovers were surging, warning of hackers mimicking legitimate transfers to lure us into releasing goods or services before the real funds are clawed back, but I couldn't spot the trap in this specific transaction. I completed the job delivery anyway, driven by the desperate need for rent money, feeling a sobering mix of gratitude and gnawing dread that my financial survival might be hanging on a thread I'm too inexperienced to see snapping. Now, every time I check my balance, I'm left wondering if this victory is real or just the calm before a devastating reversal that I won't understand until it's too late.",['en'],unknown,2024-05-08T12:36:00+00:00,113.17,2.18,19,12,0,Monday,1,1825,5,unknown,en,PayPal,0
bc333af1-aeb8-4169-9ed1-d4e4c6558f70,synth_df99eb18c2f2,gig_worker,tabddpm_synthetic,"I was just finishing a long shift when the text popped up, looking exactly like a CashApp alert saying I'd received $510.27, but it demanded I reply with a six-digit code to ""verify and release"" the funds. My heart raced thinking about the rent money I desperately needed, so I blindly typed in the OTP that had actually arrived on my phone seconds earlier, not realizing I was handing the thief the keys to unlock my entire account. Within minutes, the notification changed from a fake deposit to a real withdrawal, draining every cent I had earned that week while I sat frozen in my car, sick with the crushing weight of my own gullibility. The silence in the vehicle felt heavy as the reality set in: that specific code was the only barrier between my savings and a stranger, and I had voluntarily torn it down. Now, staring at a zero balance, the shame burns hotter than the anger, knowing that my desperation made me an easy target for a scam that stole not just my money, but my sense of security.",['en'],OTP,2024-09-17T07:06:00+00:00,510.27,19.31,42,7,0,Monday,0,944,6,OTP,en,CashApp,0
cd5207d9-4fcf-4430-a5bd-fd2138634351,synth_062859f418e3,gig_worker,tabddpm_synthetic,"I was halfway through a twelve-hour shift driving for rideshare when my phone buzzed with a Zelle notification that I'd sent $293.15 to a stranger, a transaction I definitely didn't authorize. It turns out a scammer had somehow hijacked my login credentials earlier that morning, bypassing the security checks just long enough to drain the exact amount I needed for that week's rent and groceries. Seeing that balance drop to zero felt like a physical blow, leaving me stranded on the side of the road with a sinking realization that my entire livelihood rests on the fragility of a single digital account. The confusion quickly curdled into a cold, sobering panic as I understood that getting those funds back isn't a simple customer service fix, but a bureaucratic nightmare that leaves me unpaid while I fight to prove I'm the victim. Every dollar lost feels like hours of labor stolen, and the violation of having my financial identity stripped away leaves me feeling exposed and utterly exhausted.",['en'],hacked,2024-10-21T08:49:00+00:00,293.15,7.91,44,8,0,Monday,1,1103,8,hacked,en,Zelle,0
