data_uuid,id,archetype,source,narrative_text,detected_language_hints,fraud_vector_hint,record_timestamp,transaction_amount_usd,fee_amount_usd,sender_age,hour_of_day,day_of_week,day_of_week_name,days_since_last_txn,account_age_days,txn_count_30d,fraud_vector,language,instrument,is_fraud
c409d9ce-0f1d-49db-a1ec-a7b4ac28fab0,synth_8e0ca3fa547e,itin,tabddpm_synthetic,,['en'],EIN,2024-09-14T14:29:00+00:00,100.0,504.8,22,14,4,Friday,90,2000,14,EIN,en,Bank account opening,0
0bb4a50d-fc3a-48ae-ba12-a3df8f937421,synth_02534ab41d35,itin,tabddpm_synthetic,,['en'],EIN,2024-01-26T00:29:00+00:00,100000.0,50000.0,22,0,0,Monday,90,1,100,EIN,en,Bank account opening,0
c72386f7-2a30-458b-a49f-e900807dd182,synth_89361880a59d,itin,tabddpm_synthetic,,['en'],EIN,2024-02-02T00:22:00+00:00,100000.0,8210.81,22,0,6,Sunday,0,1,100,EIN,en,Bank account opening,0
99a9fb25-b475-41db-9c36-76232fe80f3e,synth_9b7efd36a67e,itin,tabddpm_synthetic,,['en'],EIN,2024-01-18T00:59:00+00:00,100.0,715.98,35,0,6,Sunday,40,1,0,EIN,en,Bank account opening,0
1d94a409-85db-47e3-ad75-34c9be11af55,synth_8a9fcb873733,itin,tabddpm_synthetic,,['en'],EIN,2024-04-13T23:31:00+00:00,100.0,14557.96,55,23,0,Monday,90,2000,0,EIN,en,Bank account opening,1
f720d6fe-f709-40ad-8242-a5e9fad53235,synth_ed9f96fe7205,itin,tabddpm_synthetic,,['en'],ITIN,2024-03-25T07:59:00+00:00,5398.14,249.2,22,7,2,Wednesday,0,1020,0,ITIN,en,Bank account opening,0
5f3500dc-b669-404d-bb44-020503b58816,synth_5a6caff21745,itin,tabddpm_synthetic,,['en'],EIN,2024-10-22T23:34:00+00:00,100000.0,50000.0,22,23,6,Sunday,0,1,100,EIN,en,Bank account opening,0
f8acbdf6-156d-4d5a-8dc0-5fcd3c5e6995,synth_d8a03134e1c0,itin,tabddpm_synthetic,,['en'],EIN,2024-10-05T12:44:00+00:00,100.0,241.39,22,12,6,Sunday,37,2000,3,EIN,en,Bank account opening,0
baa87335-9021-4bd4-b8a6-d5c097cb454c,synth_8c6a8959f9b6,itin,tabddpm_synthetic,,['en'],EIN,2024-03-12T00:27:00+00:00,91875.38,5126.4,22,0,2,Wednesday,0,1,62,EIN,en,Bank account opening,0
f88237d6-eb3e-4423-897d-065bde1e92bd,synth_7ce42e9ff894,itin,tabddpm_synthetic,,['en'],EIN,2024-01-08T12:35:00+00:00,100.0,120.02,32,12,6,Sunday,61,2000,6,EIN,en,Bank account opening,0
977e2ce0-0b33-4451-a0c6-799b942c363b,synth_eb99222c5aaf,itin,tabddpm_synthetic,,['en'],EIN,2024-02-12T23:45:00+00:00,100000.0,50000.0,22,23,6,Sunday,90,1,100,EIN,en,Bank account opening,0
76e11df0-16a9-473b-8e35-f056286de18e,synth_0436e1021665,itin,tabddpm_synthetic,,['en'],EIN,2024-01-29T13:11:00+00:00,2483.31,41.07,22,13,0,Monday,9,2000,10,EIN,en,Bank account opening,0
939064af-a3a3-4089-972a-d1d7a3591e09,synth_e32be5d6d6bc,itin,tabddpm_synthetic,,['es'],EIN,2024-09-23T00:02:00+00:00,776.25,200.87,33,0,0,Monday,13,1287,9,EIN,es,Bank account opening,0
d8afd411-ba01-47c9-a1ba-74a9c13ecd9c,synth_96147556149c,itin,tabddpm_synthetic,,['es'],EIN,2024-10-01T23:05:00+00:00,886.55,60.63,22,23,0,Monday,2,895,18,EIN,es,Bank account opening,0
ccc12af7-5938-47f5-a21e-bb2f982ee3fa,synth_70df932fc166,itin,tabddpm_synthetic,,['en'],EIN,2024-05-18T00:48:00+00:00,100000.0,44644.38,37,0,6,Sunday,90,1,100,EIN,en,Bank account opening,1
9e18d697-29ae-434a-bda5-f9b59ad75789,synth_6ad65f0d8000,itin,tabddpm_synthetic,,['en'],EIN,2024-02-18T00:03:00+00:00,100.0,0.0,22,0,3,Thursday,1,2000,4,EIN,en,Bank account opening,0
f1f86a85-dcaa-44c6-8416-29f11e65265e,synth_14ac1780ec01,itin,tabddpm_synthetic,,['en'],ITIN,2024-08-28T16:58:00+00:00,100.0,0.0,22,16,5,Saturday,8,2000,14,ITIN,en,Bank account opening,0
ee005dfa-0729-47ca-9ae3-a66164e9a754,synth_27ecfefc6b1a,itin,tabddpm_synthetic,,['en'],EIN,2024-04-17T10:43:00+00:00,12145.33,0.0,22,10,0,Monday,0,1,49,EIN,en,Bank account opening,0
71989689-2768-4344-a50c-a8a0054a5d63,synth_bbab6d50ed9f,itin,tabddpm_synthetic,,['en'],EIN,2024-08-10T00:00:00+00:00,100.0,0.0,22,0,2,Wednesday,0,226,5,EIN,en,Bank account opening,0
155e598b-22cd-49fe-a017-7b28fc40bb37,synth_33f5c3dc1f39,itin,tabddpm_synthetic,,['en'],EIN,2024-06-22T00:31:00+00:00,100000.0,50000.0,22,0,6,Sunday,0,1,100,EIN,en,Bank account opening,0
e957fa7d-0e67-41dd-bf7a-1b2dd722c924,synth_2bcf87e69fa9,itin,tabddpm_synthetic,,['en'],EIN,2024-11-18T23:17:00+00:00,20155.84,0.0,22,23,0,Monday,0,1,64,EIN,en,Bank account opening,0
92065ba6-708e-4273-9f57-9b5b2bdb0f26,synth_ce67400c6931,itin,tabddpm_synthetic,,['en'],EIN,2024-01-22T14:01:00+00:00,100.0,0.0,22,14,6,Sunday,14,2000,5,EIN,en,Bank account opening,0
19499d32-8531-4b82-a848-198aaa858c9d,synth_f779aa05f803,itin,tabddpm_synthetic,,['en'],EIN,2024-09-18T23:35:00+00:00,100000.0,50000.0,22,23,6,Sunday,0,1,100,EIN,en,Bank account opening,1
9a18e3cc-a6d4-4490-b3b6-eb4bb3f6f952,synth_87014ef114f6,itin,tabddpm_synthetic,,['en'],EIN,2024-08-28T18:05:00+00:00,100.0,0.0,22,18,6,Sunday,48,2000,17,EIN,en,Bank account opening,0
a7a84266-5682-4776-92dc-519faf9d0c46,synth_38f2e9d596f9,itin,tabddpm_synthetic,,['en'],EIN,2024-01-12T12:08:00+00:00,100.0,65.46,55,12,6,Sunday,71,1611,5,EIN,en,Bank account opening,0
6fe85ae8-7c46-42f6-b9e0-3250d1ccf731,synth_e322b3c27dce,itin,tabddpm_synthetic,,['en'],EIN,2024-11-21T23:10:00+00:00,100.0,19877.19,55,23,0,Monday,90,2000,0,EIN,en,Bank account opening,0
