data_uuid,fraud_vector,language,instrument,is_fraud,prompt,enhanced_prompt
1300590a-76a3-4d4e-9ed8-634140d8d91f,unknown,en,Money order,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Money order. Transaction amount: $136.67. Sender age: 41. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 41-year-old unbanked individual involved in a $136.67 money order transaction. Set the story within a community context prone to prepaid card, payday loan, and kiosk fraud. Since the specific fraud vector is unknown, describe the ambiguity of the event: detail what happened, how the scam likely operated (or how the transaction proceeded), the resulting financial impact, and your emotional response. Use natural, conversational English."
7cb5cf34-5cbe-41b7-a5a2-e212668b997f,unknown,en,Payday loan,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Payday loan. Transaction amount: $203.30. Sender age: 23. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 23-year-old unbanked individual involved in a $203.30 payday loan transaction. Set the story within a community context where prepaid cards, payday lenders, and kiosks are often used to defraud vulnerable populations. Since the specific fraud vector is unknown, you may describe either a legitimate transaction that proceeded smoothly or a scam where the method of deception remains ambiguous to the narrator. Your response must cover: what happened, how the transaction or scam operated, the financial impact, and the narrator's emotional response. Use natural, authentic English suitable for the specified demographic."
1c6db628-9c14-4f9f-8361-bb88d51cbed0,unknown,en,Payday loan,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Payday loan. Transaction amount: $217.56. Sender age: 24. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 24-year-old unbanked individual involved in a $217.56 payday loan transaction. Set the story within a community context where prepaid cards, payday loans, and kiosks are common targets for fraud. Since the specific fraud vector is unknown, describe either how a scam might operate in this scenario or how a legitimate transaction proceeds, ensuring you cover: the sequence of events, the mechanism of the transaction or scam, the financial impact, and your emotional response. Use natural, authentic English appropriate for the speaker's background."
7f0debc2-0cae-4534-a132-f3ba6753cc2a,unknown,en,Green Dot card,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Green Dot card. Transaction amount: $221.16. Sender age: 27. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 27-year-old unbanked individual involved in a financial transaction using a Green Dot prepaid card (a reloadable debit card often used by those without traditional bank accounts) for $221.16. Set the story within a community context where kiosk fraud and payday loan scams frequently target unbanked populations. Although the specific fraud vector is unknown, clearly describe the sequence of events, explain how the transaction proceeded or how the scam operated, detail the financial impact, and convey the narrator's emotional response. Use natural, authentic English that reflects the voice of the specified demographic."
5598dfd8-2c28-4390-8dc3-79e3f16828c0,unknown,yo,Bill pay kiosk,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Bill pay kiosk. Transaction amount: $99.87. Sender age: 37. Language: yo. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative in Yoruba from the perspective of a 37-year-old unbanked individual involved in a $99.87 transaction at a bill pay kiosk. The story must reflect the community context of scams targeting unbanked populations (e.g., prepaid card or payday loan fraud), even if the specific fraud vector is unknown to the narrator. In 3–5 sentences, describe: (1) what happened during the transaction, (2) how the scam operated or how the legitimate process unfolded, (3) the financial impact, and (4) the narrator's emotional response. Use natural, colloquial Yoruba appropriate for the speaker's background."
ce63cfe2-da67-4f4f-b226-254a19f4ed52,kiosk,en,Money order,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: kiosk. Financial instrument: Money order. Transaction amount: $100.61. Sender age: 58. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 58-year-old unbanked individual in the US involved in a financial transaction using a money order at a kiosk. The transaction amount is $100.61. Given the context of fraud targeting unbanked populations via prepaid cards and payday loans, describe a scam scenario where the kiosk was used fraudulently. Your narrative must cover: what happened, how the scam worked, the specific financial impact, and the narrator's emotional response. Use natural, accessible English appropriate for the character's background."
833545f9-a252-4c97-b2a9-af6db48d0cad,unknown,en,Bill pay kiosk,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Bill pay kiosk. Transaction amount: $606.42. Sender age: 21. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative from the perspective of a 21-year-old unbanked individual engaging with a bill pay kiosk (a self-service terminal for processing payments without a traditional bank account). 

Context: The story occurs within a community frequently targeted by scams involving prepaid cards and payday loans. Although the specific fraud vector is unknown, the transaction amount is $606.42.

Requirements:
- Length: 3–5 sentences.
- Content: Describe the event, explain how the scam operated (or how the transaction proceeded), detail the financial impact, and express the narrator's emotional response.
- Tone: Use natural, authentic English appropriate for the specified demographic."
554b5fe0-fb00-47e9-96ef-4cf4eb41d04a,predatory,en,Cash (informal),0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: predatory. Financial instrument: Cash (informal). Transaction amount: $100.84. Sender age: 36. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 36-year-old unbanked individual involved in a predatory cash transaction of $100.84. Set the story within a community context of scams targeting vulnerable populations via prepaid cards, payday loans, or payment kiosks. Clearly describe the mechanics of the fraud, the immediate financial loss, and the narrator's emotional response. Use natural, authentic English that reflects the speaker's background without resorting to stereotypes."
76e04d7a-137c-441b-877c-9a78908c4a8a,unknown,en,Prepaid Visa/Mastercard,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Prepaid Visa/Mastercard. Transaction amount: $415.54. Sender age: 56. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 56-year-old unbanked individual involved in a financial transaction using a Prepaid Visa/Mastercard for $415.54. Set the story within a community context where scams targeting unbanked populations via payday loans and kiosks are common. Since the specific fraud vector is unknown, depict either the moment the scam was realized or the confusing progression of a seemingly legitimate transaction that resulted in financial loss. Clearly describe the mechanism of the event, the specific financial impact, and the narrator's emotional response, using natural, accessible English appropriate for the persona."
cb04a77e-91c3-49b3-ad49-c5212690d14a,kiosk,en,Payday loan,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: kiosk. Financial instrument: Payday loan. Transaction amount: $298.06. Sender age: 51. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 51-year-old unbanked individual involved in a $298.06 payday loan transaction at a kiosk. Set the story within the context of fraud targeting vulnerable populations via prepaid cards and kiosks. Clearly describe the sequence of events, explain the specific mechanics of the scam, detail the financial impact, and convey the narrator's emotional response. Use natural, accessible English that reflects the voice of someone without traditional banking access."
ab0ce00c-e7a7-4cc4-b504-f317c2df53d4,advance fee,en,NetSpend,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: advance fee. Financial instrument: NetSpend. Transaction amount: $290.65. Sender age: 29. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative (3-5 sentences) from the perspective of a 29-year-old unbanked individual involved in a $290.65 NetSpend prepaid card transaction. The story must depict an 'advance fee fraud' scam, a scheme where victims are tricked into paying upfront fees for funds they never receive, a common threat in payday loan and kiosk environments. Clearly describe the scam's mechanism, the resulting financial loss, and your emotional response using natural, authentic English."
d0c019bc-3b4c-4559-a2c8-4ab2f83d08db,prepaid,yo,Check cashing service,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: prepaid. Financial instrument: Check cashing service. Transaction amount: $3000.00. Sender age: 20. Language: yo. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative in Yoruba from the perspective of a 20-year-old unbanked individual involved in a $3,000 transaction at a check cashing service using a prepaid card. Contextualize the story within common fraud schemes targeting unbanked populations (e.g., prepaid card scams, payday loan traps, or kiosk fraud). In 3-5 sentences, describe:
1. The sequence of events (how the scam worked or how the transaction proceeded).
2. The specific financial impact on the victim.
3. The narrator's emotional response.
Ensure the tone is authentic, natural, and appropriate for a young Yoruba speaker."
bc085775-b588-44d2-9e35-dfefb163f8aa,kiosk,es,Bill pay kiosk,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: kiosk. Financial instrument: Bill pay kiosk. Transaction amount: $3000.00. Sender age: 60. Language: es. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Escribe una narrativa en primera persona en español desde la perspectiva de una persona no bancarizada de 60 años involucrada en una transacción de $3,000.00 en un quiosco de pago de facturas. El relato debe contextualizar el fraude común que afecta a esta comunidad (tarjetas prepagas, préstamos de nómina) y describir claramente: 1) el desarrollo de la estafa en el quiosco, 2) el impacto financiero resultante y 3) la respuesta emocional de la víctima. Limita la respuesta a 3-5 oraciones con un tono natural y auténtico."
c66fe567-70f0-44c7-b2ca-f913f9f3945a,predatory,en,Bill pay kiosk,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: predatory. Financial instrument: Bill pay kiosk. Transaction amount: $1464.35. Sender age: 54. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 54-year-old unbanked individual involved in a predatory scam at a bill pay kiosk. The transaction amount is $1,464.35. Clearly describe the deceptive mechanism used by the scammer, the immediate financial loss, and the victim's emotional response (e.g., shame, anger, or despair). Ensure the tone reflects the vulnerability of communities targeted by prepaid card and payday loan fraud, using natural, accessible English."
7603ddce-62f3-4980-8af7-039943450110,kiosk,en,Green Dot card,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: kiosk. Financial instrument: Green Dot card. Transaction amount: $335.12. Sender age: 55. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 55-year-old unbanked individual involved in a financial transaction using a Green Dot prepaid card at a kiosk. The story must address the community context of fraud targeting unbanked populations (e.g., payday loan scams) and explicitly cover: the sequence of events, the mechanics of the scam or transaction, the specific financial loss of $335.12, and the narrator's emotional response. Use natural, authentic English appropriate for the persona."
16a062e0-b0cc-4289-ac95-92a3c6b45ba3,prepaid,vi,Cash (informal),0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: prepaid. Financial instrument: Cash (informal). Transaction amount: $414.64. Sender age: 37. Language: vi. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative in Vietnamese from the perspective of a 37-year-old unbanked individual involved in a $414.64 informal cash transaction. Context: A fraud scheme targeting unbanked populations using prepaid cards, payday loans, or kiosks. Content requirements: Describe the event, explain the scam mechanism (or legitimate process), detail the financial impact, and express the emotional response. Use natural, colloquial Vietnamese appropriate for this demographic."
276427bf-053e-4926-8d46-57fab6177074,advance fee,hi,Check cashing service,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: advance fee. Financial instrument: Check cashing service. Transaction amount: $90.58. Sender age: 44. Language: hi. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative in Hindi from the perspective of a 44-year-old unbanked individual involved in a $90.58 advance-fee scam at a check-cashing service. The story must detail the fraud mechanism (specifically targeting unbanked populations via prepaid cards or payday loan kiosks), the resulting financial loss, and the victim's emotional reaction. Ensure the tone is natural and authentic to the specified demographic."
198d9c4d-6db4-4349-ae67-94f86c199fc6,unknown,en,Check cashing service,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Check cashing service. Transaction amount: $296.75. Sender age: 56. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a first-person narrative from the perspective of a 56-year-old unbanked individual involved in a $296.75 transaction at a check cashing service. Set the story within a community context prone to prepaid card, payday loan, and kiosk fraud. Since the specific fraud vector is unknown, describe either how a scam might unfold in this setting or how a legitimate transaction proceeds despite these risks. In 3–5 sentences, cover: what happened, the mechanism of the transaction or scam, the financial impact, and your emotional response. Use natural, conversational English."
2d84656e-da69-4f65-b08b-ada2f26500be,unknown,en,Cash (informal),0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: unknown. Financial instrument: Cash (informal). Transaction amount: $736.05. Sender age: 26. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 26-year-old unbanked individual involved in a legitimate cash transaction of $736.05. Set the story within a community context plagued by prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Clearly describe the transaction process, explain how the specific fraud vector was avoided or resolved, detail the financial impact, and express the narrator's emotional response. Use natural, authentic English appropriate for the specified demographic."
91fc2c06-ad2f-4588-8e5f-85e9bd5e5daf,advance fee,en,Money order,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: advance fee. Financial instrument: Money order. Transaction amount: $105.98. Sender age: 59. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 59-year-old unbanked individual involved in a $105.98 money order transaction. The story must depict an 'advance fee' scam context, where the victim is tricked into paying upfront fees for a fraudulent payout. Explicitly describe the mechanics of the scam, the resulting financial loss, and the narrator's emotional reaction. Use natural, accessible English that reflects the vulnerability of populations targeted by prepaid card and kiosk fraud."
171f9808-138e-4631-9dd2-06660c1090a3,fake loan,en,Prepaid Visa/Mastercard,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: fake loan. Financial instrument: Prepaid Visa/Mastercard. Transaction amount: $623.10. Sender age: 56. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 56-year-old unbanked individual involved in a fraudulent 'fake loan' scam. 

**Scenario Details:**
- **Fraud Vector:** The victim was tricked into believing they received a legitimate payday loan.
- **Financial Instrument:** A Prepaid Visa/Mastercard (a reloadable card not linked to a traditional bank account).
- **Transaction Amount:** $623.10.
- **Context:** The scam likely involved fees or instructions to use a kiosk, targeting vulnerable unbanked populations.

**Requirements:**
1. Describe the sequence of events and how the scam operated.
2. Explain the specific financial impact on the victim.
3. Convey the victim's emotional response using natural, authentic English.
4. Ensure the tone reflects the confusion and distress of an elderly target."
1c252d9d-d4ea-42fb-8aee-409bc85c706d,predatory,en,NetSpend,0,"Write a first-person narrative from a victim or participant in a legitimate financial transaction. Archetype: unbanked. Fraud vector: predatory. Financial instrument: NetSpend. Transaction amount: $1039.56. Sender age: 52. Language: en. Community context: Prepaid card, payday loan, and kiosk fraud targeting unbanked populations. Write 3-5 sentences describing what happened, how the scam worked (or how the legitimate transaction proceeded), the financial impact, and the person's emotional response. Use natural language appropriate for the specified language code.","Write a 3-5 sentence first-person narrative from the perspective of a 52-year-old unbanked individual involved in a predatory financial scam using a NetSpend prepaid card. The story must detail a fraudulent transaction of $1,039.56, explaining how the scam exploited the victim through payday loan or kiosk fraud tactics, the resulting financial loss, and the victim's emotional distress. Use natural, authentic English that reflects the voice of someone targeted by such schemes."
