data_uuid,id,archetype,source,narrative_text,detected_language_hints,fraud_vector_hint,record_timestamp,transaction_amount_usd,fee_amount_usd,sender_age,hour_of_day,day_of_week,day_of_week_name,days_since_last_txn,account_age_days,txn_count_30d,fraud_vector,language,instrument,is_fraud
954b5a23-b31d-4d6b-9226-f591a5b454f0,synth_97515c23b973,unbanked,tabddpm_synthetic,"I walked up to the bright-lit kiosk promising instant payday relief, twenty-six and unbanked, clutching the prepaid Visa I’d loaded with exactly $360.06 from my last paycheck. The attendant swiped my card for a supposed processing fee, but behind the scenes, the software immediately rerouted the entire balance to a hidden merchant account while printing a fake receipt that displayed a zero balance. When the customer service number led nowhere, I realized this was a calculated predatory scheme designed to drain the vulnerable who lack the protection of a traditional bank account. I was left with a hollow ache and a missing week's wages, feeling the shame of falling for a trap built specifically for people like me who have nowhere else to turn.",['en'],kiosk,2024-12-16T15:16:00+00:00,360.06,44.46,26,15,3,Thursday,1,482,10,kiosk,en,Prepaid Visa/Mastercard,0
d75a87f3-fd18-4177-898e-6d60f8dcf36d,synth_6f56baf96d68,unbanked,tabddpm_synthetic,"I stood in the flickering light of the check-cashing kiosk, watching my hard-earned $128.82 shrink before it even hit my NetSpend card, swallowed whole by a $5.95 ""load fee"" just to access my own money. The machine chirped cheerfully as it deducted the charge, a cruel irony that felt like a physical blow to my stomach, knowing this same transaction would have been free if I had a bank account instead of a payday loan receipt tucked in my pocket. That nearly six dollars wasn't just a number; it was half a day's groceries or a chunk of my gas budget, vanished instantly into the hidden costs of being poor. As I walked out with a balance that barely covered my immediate needs, a heavy sense of resignation settled over me, the bitter taste of realizing that the system is designed to bleed me dry every single time I try to survive.",['en'],load fee,2024-03-17T07:51:00+00:00,3000.0,1500.0,60,7,0,Monday,60,1,40,load fee,en,NetSpend,0
200dce18-0e8b-4cd5-a349-281dca18691f,synth_8148d713d383,unbanked,tabddpm_synthetic,"Tôi đứng run rẩy trước chiếc máy kiosk ảm đạm trong góc tiệm tạp hóa, tay紧紧 cầm tờ biên lai ghi khoản vay ""tức thời"" 461,49 đô la mà thực chất chỉ là cái bẫy lãi suất cắt cổ được ngụy trang dưới lớp vỏ phí dịch vụ mơ hồ. Gã nhân viên khoác lác rằng đây là cách nhanh nhất để có tiền mặt mà không cần tài khoản ngân hàng, nhưng hắn đã khéo léo giấu diếm rằng chỉ sau hai tuần, con số tôi phải trả sẽ tăng vọt lên gần gấp đôi do những khoản phạt ẩn và lãi suất phi lý. Khi nhận được vỏn vẹn vài tờ tiền mỏng manh từ khe máy, cảm giác nặng trĩu như đá tảng đè lên ngực tôi, bởi tôi biết rõ mình vừa bán đứng tương lai ít ỏi của gia đình cho một vòng xoáy nợ nần không lối thoát. Sự tuyệt vọng len lỏi trong từng thớ thịt khi tôi bước ra khỏi cửa, nhận ra rằng sự thiếu hiểu biết và hoàn cảnh khốn cùng đã biến tôi thành con mồi ngon cho những kẻ săn mồi tài chính này, để lại một vết thương lòng sâu sắc hơn cả mất mát tiền bạc.",['vi'],predatory,2024-08-31T00:37:00+00:00,3000.0,1500.0,60,0,0,Monday,39,1,0,predatory,vi,Cash (informal),0
0cf122ee-bda6-42fd-91f0-2b91e31cb9b6,synth_d329b0066f6c,unbanked,tabddpm_synthetic,"At fifty-seven, I stood in the fluorescent glare of the check cashing place, desperate enough to believe the man on the phone who promised a guaranteed payout if I just cleared the processing hold. Following his instructions, I loaded exactly $736.81 onto a prepaid card from the lobby kiosk as an advance fee, even taking out a high-interest payday loan to cover the transaction costs. I watched the receipt print with shaky hands, believing the larger sum would clear by morning, only to find the card never worked and the promised funds vanished into the void. In a neighborhood where these kiosks and neon signs are everyday traps for folks like me without a bank, the shame sits heavier than the loss, leaving me with crushing debt and a hollow feeling in my gut.",['en'],advance fee,2024-08-01T16:55:00+00:00,3000.0,1500.0,60,16,0,Monday,90,1,45,advance fee,en,Check cashing service,0
d200aff1-17d7-41e0-88a0-ec620d2da0a2,synth_a4d9f729160f,unbanked,tabddpm_synthetic,"I walked into that payday kiosk thinking I was just getting a quick bridge loan to fix my car, but somehow I ended up loading $257.79 of my own hard-earned cash onto a shiny new prepaid Visa card that the man behind the counter insisted was ""required for verification."" He talked fast about fees and activation codes, shuffling papers so quickly that I never realized he wasn't giving me loan money but rather draining my wallet into a card he then swiped for his own till before handing it back to me with a smile. When I tried to use the card at the grocery store an hour later, it declined instantly, and a sinking feeling hit my gut as I realized the plastic was empty and the cash I had saved for weeks was simply gone. Standing there in the fluorescent glare, holding a useless piece of plastic, I felt a heavy mix of shame and rage, knowing I had been outmaneuvered by a system designed to confuse people like me who don't speak the language of banks.",['en'],unknown,2024-04-17T11:16:00+00:00,257.79,16.69,50,11,3,Thursday,8,15,12,unknown,en,Prepaid Visa/Mastercard,0
f5e45eec-7d31-4dd4-bc1c-b0878693fcde,synth_21851d1c7987,unbanked,tabddpm_synthetic,"I stood at the kiosk believing the promise of instant cash on a prepaid card, only to be guided into purchasing a money order for a mandatory ""verification fee"" of $74.08. I scraped together the cash from my last paycheck and handed it over, but the verification code they gave me was useless, and the attendant vanished before I could ask why my card wasn't loading. That specific amount was meant to cover groceries and part of the rent, leaving me with an empty wallet and no bank account to dispute the transaction. The shame burns hotter than the anger, knowing I fell for a trick designed specifically for people like me who are desperate enough to trust a stranger's promise over going without essentials.",['en'],predatory,2024-12-02T12:35:00+00:00,74.08,5.55,31,12,4,Friday,0,892,4,predatory,en,Money order,0
3fefa363-5deb-45fc-850b-9621e04b797f,synth_4be82542e262,unbanked,tabddpm_synthetic,"I walked into that neon-lit storefront on a Tuesday, desperate to turn my $744.04 payroll check into cash before the rent deadline, only to be steered by a ""helpful"" clerk toward a prepaid debit card instead of a simple cash-out. The scam was slick and buried in the fine print: they charged a $59.95 upfront fee to load the funds, then immediately enrolled me in a ""protection plan"" and a high-interest payday loan advance against the card balance, effectively siphoning nearly $180 from my total before I could even swipe the plastic. By the time I realized the kiosk outside had skimmed my new card details and drained the remaining balance within the hour, I was left with nothing but a worthless piece of plastic and a debt I couldn't afford, staring at an empty wallet where my month's survival money used to be. A cold knot of shame tightened in my stomach as I stood on the sidewalk, knowing that my lack of a traditional bank account had made me an easy target for a system designed to feast on people just like me, leaving me feeling invisible and utterly trapped in a cycle I can't seem to break.",['en'],predatory,2024-06-13T23:44:00+00:00,3000.0,1500.0,60,23,0,Monday,82,1,80,predatory,en,Check cashing service,0
17055b9f-2fa3-427b-9522-ff5325493f9f,synth_f8227c3e94ab,unbanked,tabddpm_synthetic,"I’m 58 and have never had a bank account, so when a kiosk attendant promised a “quick payday loan” and handed me a NetSpend prepaid card, I believed the $1,914.01 would be my lifeline. The fraud unfolded when the card initially showed the balance, but the scammers had loaded it with stolen merchant funds that were instantly reversed and locked, leaving me with a fake loan and liability for fees. The immediate impact was devastating; the money I counted on for rent and medication vanished, leaving me destitute. I feel a heavy, sinking shame knowing I was targeted for my vulnerability, and I lie awake with the sobering realization of how easily predators dismantle the lives of those just trying to survive.",['en'],fake loan,2024-01-06T17:00:00+00:00,1914.01,271.25,58,17,0,Monday,1,1803,3,fake loan,en,NetSpend,0
1c13b68b-9af0-4195-8c94-86548164abc2,synth_d1619fb2762c,unbanked,tabddpm_synthetic,"I stood in line at the corner store kiosk, clutching a crumpled $224.33 money order I'd just bought with cash from my latest payday loan, trying to send it to a ""cousin"" who promised to fix my prepaid card so I could finally access my wages. The guy behind the counter, who usually knows my name, stayed silent while a stranger in a suit whispered instructions over my shoulder, guiding me to scratch off the security strip before the ink was even dry. By the time I realized the number on the receipt didn't match the one on my copy and that ""cousin"" wasn't answering his burner phone, the money was already gone, vanished into a system that doesn't care if I eat this week or not. Now, staring at the voided slip, I feel that familiar heavy knot in my stomach, knowing I have to go back to the loan shark tomorrow just to cover the fee for a transaction that stole the little stability I had left. It's a specific kind of humiliation, being unbanked in a neighborhood built on these traps, where every attempt to do the right thing feels like walking blindfolded through a minefield designed to explode under your feet.",['en'],unknown,2024-01-10T06:56:00+00:00,224.33,18.65,37,6,5,Saturday,5,1891,9,unknown,en,Money order,0
41117f78-2210-463d-9266-c948df0808dc,synth_e055ca284a66,unbanked,tabddpm_synthetic,"Đứng trước cây máy nạp tiền NetSpend ở góc phố, tôi, một thanh niên 24 tuổi không có tài khoản ngân hàng, đã run tay nạp đúng 125.88 đô la vì tin vào lời hứa của kẻ lừa đảo về một khoản vay trả lương ""duyệt nhanh"". Chúng bảo rằng số tiền này là phí kích hoạt cần thiết, nhưng thực chất đó là cái bẫy: ngay sau khi tôi quét mã QR giả theo hướng dẫn, toàn bộ số tiền lập tức bị chuyển vào tài khoản của chúng và thẻ của tôi bị khóa vĩnh viễn. Sự mất mát tức thời của số tiền ít ỏi ấy khiến tôi không thể trả tiền thuê nhà, đẩy tôi vào cảnh kiệt quệ và nhận ra mình chỉ là một con mồi mới trong mạng lưới lừa đảo nhắm vào những người yếu thế trong cộng đồng. Cảm giác nhục nhã và tuyệt vọng đọng lại trong tôi, khi thấy rõ cách những kẻ gian lận tại các quầy kiosk này vẫn ung dung khai thác sự thiếu hiểu biết tài chính của những người nghèo khổ như chúng tôi.",['vi'],predatory,2024-05-17T12:30:00+00:00,125.88,9.11,24,12,5,Saturday,0,1962,11,predatory,vi,NetSpend,0
ff8233e4-d613-466a-af89-cbc16dc3268c,synth_3fe8ef0ccc53,unbanked,tabddpm_synthetic,"I handed over my last $83.45 in crumpled bills to load a prepaid card at the corner kiosk, desperate to pay an electric bill before the shut-off notice turned into a dark reality. The man next to me, who'd been hovering too close while I punched in the numbers, suddenly swiped a magnetic reader over my fresh card as I turned away, stealing the activation code right out of the air before I could even pocket the receipt. By the time I realized the balance was zero and the scammer had vanished into the crowd, that money—my entire grocery budget for the week—was gone, leaving me with a hollow ache in my stomach and a burning sense of shame for trusting a system designed to prey on people like me. It wasn't just the loss of cash; it was the crushing weight of knowing that without a bank account to flag the fraud or reverse the charge, I had no recourse, no safety net, and no way to prove I'd ever held those funds in the first place. Now I stand here staring at the useless plastic, feeling more invisible and vulnerable than ever, acutely aware that in this neighborhood, every transaction feels like walking a tightrope over a pit of sharks.",['en'],kiosk,2024-04-01T16:47:00+00:00,83.45,12.56,20,16,0,Monday,2,1447,5,kiosk,en,Cash (informal),0
289f3818-761b-4f19-96c1-de331d59f51d,synth_9bd41835a2c6,unbanked,tabddpm_synthetic,"I stood at the flickering kiosk in the corner store, my hands shaking as I fed the last of my cash into the machine to buy a $543.86 money order for a ""loan processor"" who promised to fix my credit if I just paid this one upfront fee. The scam was slick; they talked me through every step over the phone, guiding me to write the recipient's name exactly as they dictated and to snap a photo of the receipt before I even left the counter, only for the line to go dead minutes later. That nearly five hundred and fifty dollars was my entire emergency fund, meant to cover my rent and keep the lights on for the next two weeks, and now it's gone forever with no bank account to dispute the charge. A heavy, cold dread has settled in my stomach, mixing with a sharp shame that I let my desperation make me so easy to fool, leaving me staring at an empty wallet and an eviction notice I can no longer afford to ignore.",['en'],kiosk,2024-09-29T11:24:00+00:00,543.86,41.19,48,11,0,Monday,0,486,10,kiosk,en,Money order,0
f4f86280-f9aa-43f7-a486-283267067d2c,synth_f29755e3516f,unbanked,tabddpm_synthetic,"I'm 21 years old and without a bank account, so when a payday loan kiosk promised quick cash, I swiped my Green Dot card for exactly $175.21, believing the agent who said it was just a processing fee to release the funds. The screen flashed a confirmation, but instead of depositing a loan, the machine instantly drained my balance to zero through a hidden reload function, leaving me with a receipt and no way to trace where the money went. I stood there under the flickering fluorescent lights feeling sick and small, realizing that without a traditional bank to reverse the charge, I had no safety net and no way to get my rent money back. It is a crushing weight, knowing that being unbanked makes you a target for predators who vanish with your cash while you are left holding a worthless piece of paper.",['en'],prepaid,2024-12-24T10:54:00+00:00,175.21,26.13,21,10,5,Saturday,5,1138,13,prepaid,en,Green Dot card,0
9ac810ed-ddd6-4aee-8a67-f134e23bbc19,synth_81fcbdb365cf,unbanked,tabddpm_synthetic,"I fed the prepaid card into the bill pay kiosk, palms sweating as I punched in the numbers for the $537.05 transfer—money I’d scraped together for months that was supposed to cover my rent. The voice on the other end of the line had walked me through every step, convincing me this was a necessary ""verification"" process and telling me to ignore the system warnings because the machine was just ""glitchy."" I watched the confirmation screen flash green, but the funds vanished instantly into a stranger's shell account, leaving me holding a crumpled receipt while my landlord’s portal still showed the bill unpaid. The hollow ache in my chest isn't just about being broke again; it's the crushing weight of knowing there's no bank manager to call and no fraud protection to hide behind, just the realization that predators see unbanked folks like me as easy targets who can't fight back.",['en'],prepaid,2024-03-07T12:33:00+00:00,537.05,56.24,23,12,0,Monday,0,100,1,prepaid,en,Bill pay kiosk,0
39c112b3-c57e-4942-9a3a-365239a58647,synth_dc013beb30ce,unbanked,tabddpm_synthetic,"At 31 and still unbanked, I stood at the flickering kiosk in the corner store, swiping my NetSpend card to pay an upfront ""verification fee"" for a payday loan I desperately needed to fix my car. The screen processed the request silently before deducting exactly $202.65 as a non-refundable processing charge—a common scam where the kiosk takes the fee but the loan never materializes due to hidden rules they never explain. That specific sum represented a week's worth of groceries, gone forever because I was paying for a promise rather than receiving actual cash. As the receipt printed, a cold knot of shame tightened in my stomach, knowing I had just fed a machine designed to keep people like me permanently broke while the neighborhood warnings I ignored echoed in my head.",['en'],kiosk,2024-06-25T10:10:00+00:00,202.65,9.7,31,10,4,Friday,5,1514,4,kiosk,en,NetSpend,0
dbda1dde-b322-4f36-9cfd-7d3fb4d52651,synth_047325fa1825,unbanked,tabddpm_synthetic,"I walked into the kiosk with a money order for $112.76, intending to load it onto the prepaid card the vendor said would let me pay my rent, but the attendant informed me there was a mandatory ""load fee"" of $14.95 that would be deducted before the balance appeared on the card. The system routed the transaction through a prepaid card load process rather than a standard cashing option, instantly eroding over thirteen percent of the principal and leaving me with only $97.81 in available funds—far short of what I needed. I watched the receipt print and felt a hollow ache in my chest, recognizing that these kiosks classify such charges as service fees rather than interest, effectively bypassing usury limits while monetizing my lack of access to traditional banking. There was no point arguing with the terminal, only the quiet resignation that comes from knowing every transaction costs more when you're unbanked, and now I'd have to scramble to make up the shortfall before my rent deadline.",['en'],load fee,2024-03-28T18:10:00+00:00,112.76,9.39,33,18,2,Wednesday,5,476,9,load fee,en,Money order,0
cd30ce5d-5b8f-423c-ba84-501e22a61961,synth_5f5e377716cc,unbanked,tabddpm_synthetic,"I never thought I’d be standing in line at the grocery store kiosk, buying money orders totaling exactly $591.95 because a voice on the phone promised the payment would release my loan funds. He walked me through scratching off the backs of those orders and reading him the codes right there between the candy racks, but now the line is dead and my rent money is gone for good. That cash was supposed to keep a roof over my head, and instead I’m left with a hollow feeling in my gut, knowing I was targeted just because I don't have a bank account. It ain't just the loss that hurts, but the deep shame of realizing I fell for a scheme that preyed on my desperation.",['en'],predatory,2024-12-16T00:03:00+00:00,3000.0,1500.0,60,0,0,Monday,90,1,44,predatory,en,Money order,0
cb9b2a70-65e9-40b5-9d94-93b6121e80c6,synth_e1c9a97ec129,unbanked,tabddpm_synthetic,"Mo jẹ́ ọmọ ọdún mẹ́tà-lélógún tí kò ní akántì banki, nígbà tí owo ń pa mí l'ára, mo gbẹ́kẹ̀lé kioski kan láti gba owó ìgbésẹ̀ tó tó $429.50 lórí káàdì prepaid. Wọ́n sọ fún mi pé kí n fún wọn ní PIN káàdì mi láti ṣe ìfilọ́lẹ̀, ṣùgbọ́n èyí jẹ́ ẹ̀ṣẹ́ àjẹ́yọ́n t'ọ̀tẹ̀, nítorí wọ́n lo àlàyé mi láti fa gbogbo owó náà jáde kí wọ́n tó pa káàdì náà mọ́. Gbogbo owó tí mo nírètí fún àánú ile ti sọ̀nù, èyí sì jẹ́ kí inú mí ó máa rẹ́wẹ̀sì àti bínú nítorí bí mo ṣe jẹ́ kí wọ́n lu mí níṣẹ́ nípa lílo àwọn ọ̀nà ẹ̀ṣẹ́ wọ̀nyí. Mo ti rí i pé àwọn kioski wọ̀nyí jẹ́ ẹ̀wọ̀n tí àwọn ẹlẹ́tan ń fi pa àwọn ọ̀dọ́ tí kò ní ààbò owó l'ẹ́rìn nínú agbègbè wa, èyí sì ń fà á ìpọ́njú fún àwọn ará ìlú.",['yo'],prepaid,2024-01-24T11:18:00+00:00,429.5,49.96,22,11,6,Sunday,0,1,5,prepaid,yo,Payday loan,0
a59d8082-dce5-4ef3-bc5a-01932806ba77,synth_13628b598845,unbanked,tabddpm_synthetic,"I walked into that storefront on the corner, the one with the neon sign that's been flickering for years, just needing $103.16 to fix my car so I could get to my shift, and left with a prepaid card instead of cash because the man behind the counter said it was ""safer"" and faster. He swiped my ID and had me punch in a code at the kiosk by the door, telling me the money was loaded instantly, but when I tried to buy gas an hour later, the machine declined the card and the balance showed zero. Now I'm still on the hook for the full amount plus fees that are already piling up, even though I never saw a dime of that loan, and the sinking feeling in my gut tells me I've been played just like so many others in this neighborhood who trust these places because the big banks won't give us the time of day. It makes my hands shake thinking about how easy it was for them to take advantage of my desperation, leaving me poorer and more suspicious of every transaction I make from now on.",['en'],unknown,2024-07-13T08:18:00+00:00,103.16,5.92,60,8,4,Friday,3,1214,12,unknown,en,Payday loan,0
99a58321-6974-47ea-b752-6918b20c700b,synth_185d5a4e21a4,unbanked,tabddpm_synthetic,"I stood in the flickering light of that corner store, handing over my last $45 in cash to buy a prepaid card so I could pay back the $202.52 I supposedly owed on a loan I never truly understood. The man behind the counter didn't blink as he swiped my card through the kiosk, charging me another $6.95 in ""processing fees"" just to move my own money, while the screen confirmed the debt was still somehow not fully cleared. My stomach dropped as I realized the cycle had tightened again; I was now completely drained, with no food money left and the same crushing weight of owing more than I started with pressing down on my chest. It feels like drowning in plain sight, knowing that every time I try to grab a lifeline, they just sell me a heavier anchor disguised as help.",['en'],predatory,2024-08-20T11:58:00+00:00,202.52,24.87,57,11,4,Friday,2,1278,10,predatory,en,Payday loan,0
